monthyear,theme,count
201506,NATURAL_DISASTER_WILDFIRES,24
201506,NATURAL_DISASTER_WILDFIRE,49
201506,NATURAL_DISASTER_WATER_LEVEL,32
201506,NATURAL_DISASTER_VOLCANOES,1980
201506,NATURAL_DISASTER_VOLCANO,3132
201506,NATURAL_DISASTER_VOLCANIC,2154
201506,NATURAL_DISASTER_TYPHOONS,52
201506,NATURAL_DISASTER_TYPHOON,244
201506,NATURAL_DISASTER_TWISTER,23
201506,NATURAL_DISASTER_TSUNAMIS,77
201506,NATURAL_DISASTER_TSUNAMI,935
201506,NATURAL_DISASTER_TROPICAL_STORMS,20
201506,NATURAL_DISASTER_TROPICAL_STORM,51
201506,NATURAL_DISASTER_TROPICAL_CYCLONES,50
201506,NATURAL_DISASTER_TROPICAL_CYCLONE,17
201506,NATURAL_DISASTER_TREMORS,217
201506,NATURAL_DISASTER_TREMOR,45
201506,NATURAL_DISASTER_TORRENTIAL_RAIN,29
201506,NATURAL_DISASTER_TORNADOES,28
201506,NATURAL_DISASTER_TORNADO,51
201506,NATURAL_DISASTER_TEMBLOR,141
201506,NATURAL_DISASTER_SUSTAINED_WINDS,13
201506,NATURAL_DISASTER_STRONG_WINDS,51
201506,NATURAL_DISASTER_STORM_SURGES,14
201506,NATURAL_DISASTER_STORM_DAMAGE,11
201506,NATURAL_DISASTER_SMOG,78
201506,NATURAL_DISASTER_SEVERE_WEATHER,23
201506,NATURAL_DISASTER_RICHTER_SCALE,155
201506,NATURAL_DISASTER_PYROCLASTIC,188
201506,NATURAL_DISASTER_POWERFUL_STORMS,104
201506,NATURAL_DISASTER_NATURAL_DISASTERS,434
201506,NATURAL_DISASTER_NATURAL_DISASTER,272
201506,NATURAL_DISASTER_MUD_FLOW,20
201506,NATURAL_DISASTER_MUDSLIDE,54
201506,NATURAL_DISASTER_MONSOON_RAINS,132
201506,NATURAL_DISASTER_MONSOON_RAIN,19
201506,NATURAL_DISASTER_MONSOON,630
201506,NATURAL_DISASTER_MAGMA,168
201506,NATURAL_DISASTER_LOCUSTS,17
201506,NATURAL_DISASTER_LAVA,1637
201506,NATURAL_DISASTER_LANDSLIDES,333
201506,NATURAL_DISASTER_LANDSLIDE,131
201506,NATURAL_DISASTER_ICY,47
201506,NATURAL_DISASTER_ICE,1689
201506,NATURAL_DISASTER_HYPOTHERMIA,18
201506,NATURAL_DISASTER_HURRICANES,69
201506,NATURAL_DISASTER_HURRICANE,231
201506,NATURAL_DISASTER_HIGH_WATER,61
201506,NATURAL_DISASTER_HEAVY_RAINS,123
201506,NATURAL_DISASTER_HEAVY_RAIN,215
201506,NATURAL_DISASTER_HEAT_WAVES,20
201506,NATURAL_DISASTER_HEAT_WAVE,216
201506,NATURAL_DISASTER_HEATWAVES,38
201506,NATURAL_DISASTER_HEATWAVE,21
201506,NATURAL_DISASTER_GRASS_FIRE,15
201506,NATURAL_DISASTER_FREEZING_TEMPERATURES,41
201506,NATURAL_DISASTER_FOREST_FIRES,88
201506,NATURAL_DISASTER_FOREST_FIRE,19
201506,NATURAL_DISASTER_FLOOD_WATERS,12
201506,NATURAL_DISASTER_FLOOD_WATER,11
201506,NATURAL_DISASTER_FLOODWATERS,14
201506,NATURAL_DISASTER_FLOODS,384
201506,NATURAL_DISASTER_FLOODING,734
201506,NATURAL_DISASTER_FLOODED,822
201506,NATURAL_DISASTER_FLOOD,498
201506,NATURAL_DISASTER_FLASH_FLOODS,18
201506,NATURAL_DISASTER_FLASH_FLOOD,11
201506,NATURAL_DISASTER_FAMINE,98
201506,NATURAL_DISASTER_EXTREME_WEATHER,280
201506,NATURAL_DISASTER_ERUPTIONS,1092
201506,NATURAL_DISASTER_ERUPTION,1949
201506,NATURAL_DISASTER_EROSION,202
201506,NATURAL_DISASTER_EARTHQUAKES,746
201506,NATURAL_DISASTER_EARTHQUAKE,1562
201506,NATURAL_DISASTER_DROWNING,407
201506,NATURAL_DISASTER_DROWNED,335
201506,NATURAL_DISASTER_DROWN,207
201506,NATURAL_DISASTER_DROUGHTS,228
201506,NATURAL_DISASTER_DROUGHT,1038
201506,NATURAL_DISASTER_DESERTIFICATION,18
201506,NATURAL_DISASTER_DEEP_FREEZE,21
201506,NATURAL_DISASTER_CYCLONES,68
201506,NATURAL_DISASTER_CYCLONE,121
201506,NATURAL_DISASTER_CHILL,38
201506,NATURAL_DISASTER_BUSH_FIRE,105
201506,NATURAL_DISASTER_BUSHFIRES,56
201506,NATURAL_DISASTER_BUSHFIRE,50
201506,NATURAL_DISASTER_BLIZZARD,19
201506,NATURAL_DISASTER_AVALANCHES,843
201506,NATURAL_DISASTER_AVALANCHE,220
201506,NATURAL_DISASTER_AFTERSHOCKS,48
201506,NATURAL_DISASTER_AFTERSHOCK,32
