monthyear,theme,count
201803,NATURAL_DISASTER_WINTRY,17
201803,NATURAL_DISASTER_WINTER_STORM,20
201803,NATURAL_DISASTER_WILDFIRES,40
201803,NATURAL_DISASTER_WILDFIRE,74
201803,NATURAL_DISASTER_WATER_LEVEL,36
201803,NATURAL_DISASTER_VOLCANOES,461
201803,NATURAL_DISASTER_VOLCANO,1179
201803,NATURAL_DISASTER_VOLCANIC,1274
201803,NATURAL_DISASTER_TYPHOONS,36
201803,NATURAL_DISASTER_TYPHOON,81
201803,NATURAL_DISASTER_TWISTER,218
201803,NATURAL_DISASTER_TSUNAMIS,174
201803,NATURAL_DISASTER_TSUNAMI,1553
201803,NATURAL_DISASTER_TROPICAL_STORMS,18
201803,NATURAL_DISASTER_TROPICAL_STORM,56
201803,NATURAL_DISASTER_TROPICAL_CYCLONES,18
201803,NATURAL_DISASTER_TROPICAL_CYCLONE,102
201803,NATURAL_DISASTER_TREMORS,188
201803,NATURAL_DISASTER_TREMOR,90
201803,NATURAL_DISASTER_TORRENTIAL_RAINFALL,13
201803,NATURAL_DISASTER_TORRENTIAL_RAIN,12
201803,NATURAL_DISASTER_TORNADOES,14
201803,NATURAL_DISASTER_TORNADO,31
201803,NATURAL_DISASTER_TIDAL_WAVES,103
201803,NATURAL_DISASTER_TIDAL_WAVE,57
201803,NATURAL_DISASTER_TEMBLOR,216
201803,NATURAL_DISASTER_STRONG_WINDS,77
201803,NATURAL_DISASTER_STORM_SURGES,18
201803,NATURAL_DISASTER_STORM_SURGE,18
201803,NATURAL_DISASTER_SNOWSTORM,24
201803,NATURAL_DISASTER_SMOG,43
201803,NATURAL_DISASTER_SEVERE_WEATHER,14
201803,NATURAL_DISASTER_RICHTER_SCALE,308
201803,NATURAL_DISASTER_PYROCLASTIC,15
201803,NATURAL_DISASTER_NATURAL_DISASTERS,313
201803,NATURAL_DISASTER_NATURAL_DISASTER,116
201803,NATURAL_DISASTER_MUDSLIDES,21
201803,NATURAL_DISASTER_MUDSLIDE,375
201803,NATURAL_DISASTER_MONSOON_RAINS,21
201803,NATURAL_DISASTER_MONSOON,155
201803,NATURAL_DISASTER_MAGMA,118
201803,NATURAL_DISASTER_LAVA,203
201803,NATURAL_DISASTER_LANDSLIDES,1603
201803,NATURAL_DISASTER_LANDSLIDE,254
201803,NATURAL_DISASTER_INTENSE_RAINFALL,16
201803,NATURAL_DISASTER_ICY,86
201803,NATURAL_DISASTER_ICE,2067
201803,NATURAL_DISASTER_HYPOTHERMIA,151
201803,NATURAL_DISASTER_HURRICANES,64
201803,NATURAL_DISASTER_HURRICANE,484
201803,NATURAL_DISASTER_HIGH_WIND,18
201803,NATURAL_DISASTER_HIGH_WATER,72
201803,NATURAL_DISASTER_HEAVY_WIND,32
201803,NATURAL_DISASTER_HEAVY_SNOWFALL,231
201803,NATURAL_DISASTER_HEAVY_SNOW,16
201803,NATURAL_DISASTER_HEAVY_RAINS,68
201803,NATURAL_DISASTER_HEAVY_RAIN,80
201803,NATURAL_DISASTER_HEAT_WAVES,20
201803,NATURAL_DISASTER_HEAT_WAVE,26
201803,NATURAL_DISASTER_HEATWAVE,17
201803,NATURAL_DISASTER_FROSTBITE,67
201803,NATURAL_DISASTER_FRIGID,15
201803,NATURAL_DISASTER_FREEZING_TEMPERATURES,44
201803,NATURAL_DISASTER_FOREST_FIRES,82
201803,NATURAL_DISASTER_FOREST_FIRE,30
201803,NATURAL_DISASTER_FLOODWATERS,13
201803,NATURAL_DISASTER_FLOODWATER,18
201803,NATURAL_DISASTER_FLOODS,597
201803,NATURAL_DISASTER_FLOODING,3315
201803,NATURAL_DISASTER_FLOODED,1546
201803,NATURAL_DISASTER_FLOOD,1016
201803,NATURAL_DISASTER_FLASH_FLOOD,24
201803,NATURAL_DISASTER_FAMINE,170
201803,NATURAL_DISASTER_EXTREME_WEATHER,257
201803,NATURAL_DISASTER_ERUPTIONS,226
201803,NATURAL_DISASTER_ERUPTION,844
201803,NATURAL_DISASTER_EROSION,302
201803,NATURAL_DISASTER_EARTHQUAKES,1357
201803,NATURAL_DISASTER_EARTHQUAKE,3076
201803,NATURAL_DISASTER_DROWNING,99
201803,NATURAL_DISASTER_DROWNED,545
201803,NATURAL_DISASTER_DROWN,25
201803,NATURAL_DISASTER_DROUGHTS,71
201803,NATURAL_DISASTER_DROUGHT,599
201803,NATURAL_DISASTER_DESTRUCTIVE_WINDS,11
201803,NATURAL_DISASTER_DESERTIFICATION,33
201803,NATURAL_DISASTER_DEEP_FREEZE,55
201803,NATURAL_DISASTER_CYCLONES,57
201803,NATURAL_DISASTER_CYCLONE,329
201803,NATURAL_DISASTER_COLD_SNAP,12
201803,NATURAL_DISASTER_CHILL,88
201803,NATURAL_DISASTER_BUSH_FIRE,294
201803,NATURAL_DISASTER_BLIZZARD,116
201803,NATURAL_DISASTER_AVALANCHES,223
201803,NATURAL_DISASTER_AVALANCHE,160
201803,NATURAL_DISASTER_AFTERSHOCKS,668
201803,NATURAL_DISASTER_AFTERSHOCK,320
