monthyear,theme,count
201607,NATURAL_DISASTER_WILDFIRES,85
201607,NATURAL_DISASTER_WILDFIRE,81
201607,NATURAL_DISASTER_WATER_LEVEL,48
201607,NATURAL_DISASTER_VOLCANOES,263
201607,NATURAL_DISASTER_VOLCANO,904
201607,NATURAL_DISASTER_VOLCANIC,893
201607,NATURAL_DISASTER_VIOLENT_STORM,58
201607,NATURAL_DISASTER_TYPHOONS,42
201607,NATURAL_DISASTER_TYPHOON,200
201607,NATURAL_DISASTER_TWISTER,127
201607,NATURAL_DISASTER_TSUNAMIS,27
201607,NATURAL_DISASTER_TSUNAMI,852
201607,NATURAL_DISASTER_TROPICAL_STORMS,13
201607,NATURAL_DISASTER_TROPICAL_STORM,41
201607,NATURAL_DISASTER_TROPICAL_CYCLONES,38
201607,NATURAL_DISASTER_TROPICAL_CYCLONE,34
201607,NATURAL_DISASTER_TREMORS,51
201607,NATURAL_DISASTER_TREMOR,40
201607,NATURAL_DISASTER_TORRENTIAL_RAINS,295
201607,NATURAL_DISASTER_TORRENTIAL_RAINFALL,22
201607,NATURAL_DISASTER_TORRENTIAL_RAIN,121
201607,NATURAL_DISASTER_TORNADOES,35
201607,NATURAL_DISASTER_TORNADO,38
201607,NATURAL_DISASTER_TIDAL_WAVES,15
201607,NATURAL_DISASTER_TIDAL_WAVE,23
201607,NATURAL_DISASTER_TEMBLOR,75
201607,NATURAL_DISASTER_STRONG_WINDS,71
201607,NATURAL_DISASTER_SMOG,73
201607,NATURAL_DISASTER_SEVERE_WEATHER,35
201607,NATURAL_DISASTER_RICHTER_SCALE,230
201607,NATURAL_DISASTER_NATURAL_DISASTERS,541
201607,NATURAL_DISASTER_NATURAL_DISASTER,99
201607,NATURAL_DISASTER_MUDSLIDES,145
201607,NATURAL_DISASTER_MUDSLIDE,259
201607,NATURAL_DISASTER_MONSOON_RAINS,61
201607,NATURAL_DISASTER_MONSOON,544
201607,NATURAL_DISASTER_MAGMA,160
201607,NATURAL_DISASTER_LAVA,230
201607,NATURAL_DISASTER_LANDSLIDES,879
201607,NATURAL_DISASTER_LANDSLIDE,199
201607,NATURAL_DISASTER_INTENSE_RAINFALL,23
201607,NATURAL_DISASTER_ICY,28
201607,NATURAL_DISASTER_ICE,2800
201607,NATURAL_DISASTER_HYPOTHERMIA,32
201607,NATURAL_DISASTER_HURRICANES,55
201607,NATURAL_DISASTER_HURRICANE,372
201607,NATURAL_DISASTER_HIGH_WINDS,143
201607,NATURAL_DISASTER_HIGH_WATER,74
201607,NATURAL_DISASTER_HEAVY_RAINS,152
201607,NATURAL_DISASTER_HEAVY_RAIN,295
201607,NATURAL_DISASTER_HEAT_WAVES,28
201607,NATURAL_DISASTER_HEAT_WAVE,116
201607,NATURAL_DISASTER_HEATWAVES,38
201607,NATURAL_DISASTER_HEATWAVE,51
201607,NATURAL_DISASTER_FOREST_FIRES,312
201607,NATURAL_DISASTER_FOREST_FIRE,93
201607,NATURAL_DISASTER_FLOOD_WATER,14
201607,NATURAL_DISASTER_FLOODWATERS,21
201607,NATURAL_DISASTER_FLOODS,1109
201607,NATURAL_DISASTER_FLOODING,2698
201607,NATURAL_DISASTER_FLOODED,1813
201607,NATURAL_DISASTER_FLOOD,1055
201607,NATURAL_DISASTER_FLASH_FLOODS,52
201607,NATURAL_DISASTER_FLASH_FLOOD,13
201607,NATURAL_DISASTER_FAMINE,248
201607,NATURAL_DISASTER_EXTREME_WEATHER,467
201607,NATURAL_DISASTER_ERUPTIONS,146
201607,NATURAL_DISASTER_ERUPTION,942
201607,NATURAL_DISASTER_EROSION,277
201607,NATURAL_DISASTER_EARTHQUAKES,275
201607,NATURAL_DISASTER_EARTHQUAKE,1802
201607,NATURAL_DISASTER_DROWNING,676
201607,NATURAL_DISASTER_DROWNED,447
201607,NATURAL_DISASTER_DROWN,82
201607,NATURAL_DISASTER_DROUGHTS,332
201607,NATURAL_DISASTER_DROUGHT,1223
201607,NATURAL_DISASTER_CYCLONES,80
201607,NATURAL_DISASTER_CYCLONE,402
201607,NATURAL_DISASTER_CHILL,75
201607,NATURAL_DISASTER_BUSH_FIRE,593
201607,NATURAL_DISASTER_AVALANCHES,111
201607,NATURAL_DISASTER_AVALANCHE,49
201607,NATURAL_DISASTER_AFTERSHOCKS,24
201607,NATURAL_DISASTER_AFTERSHOCK,40
