monthyear,theme,count
201610,NATURAL_DISASTER_WINTRY,21
201610,NATURAL_DISASTER_WILDFIRES,53
201610,NATURAL_DISASTER_WILDFIRE,84
201610,NATURAL_DISASTER_WATER_LEVEL,60
201610,NATURAL_DISASTER_VOLCANOES,534
201610,NATURAL_DISASTER_VOLCANO,916
201610,NATURAL_DISASTER_VOLCANIC,968
201610,NATURAL_DISASTER_TYPHOONS,150
201610,NATURAL_DISASTER_TYPHOON,448
201610,NATURAL_DISASTER_TWISTER,302
201610,NATURAL_DISASTER_TSUNAMIS,133
201610,NATURAL_DISASTER_TSUNAMI,1265
201610,NATURAL_DISASTER_TROPICAL_STORMS,14
201610,NATURAL_DISASTER_TROPICAL_STORM,103
201610,NATURAL_DISASTER_TROPICAL_CYCLONES,22
201610,NATURAL_DISASTER_TROPICAL_CYCLONE,81
201610,NATURAL_DISASTER_TREMORS,103
201610,NATURAL_DISASTER_TREMOR,102
201610,NATURAL_DISASTER_TORRENTIAL_RAINS,30
201610,NATURAL_DISASTER_TORRENTIAL_RAINFALL,18
201610,NATURAL_DISASTER_TORRENTIAL_RAIN,167
201610,NATURAL_DISASTER_TORNADOES,18
201610,NATURAL_DISASTER_TORNADO,33
201610,NATURAL_DISASTER_TIDAL_WAVES,44
201610,NATURAL_DISASTER_TIDAL_WAVE,57
201610,NATURAL_DISASTER_TEMBLORS,12
201610,NATURAL_DISASTER_TEMBLOR,72
201610,NATURAL_DISASTER_SUSTAINED_WINDS,34
201610,NATURAL_DISASTER_STRONG_WINDS,223
201610,NATURAL_DISASTER_STORM_SURGES,43
201610,NATURAL_DISASTER_STORM_SURGE,65
201610,NATURAL_DISASTER_SMOG,90
201610,NATURAL_DISASTER_SEVERE_WEATHER,30
201610,NATURAL_DISASTER_RICHTER_SCALE,375
201610,NATURAL_DISASTER_PYROCLASTIC,34
201610,NATURAL_DISASTER_NATURAL_DISASTERS,666
201610,NATURAL_DISASTER_NATURAL_DISASTER,277
201610,NATURAL_DISASTER_MUDSLIDE,420
201610,NATURAL_DISASTER_MONSOON_RAINS,29
201610,NATURAL_DISASTER_MONSOON,218
201610,NATURAL_DISASTER_MAGMA,125
201610,NATURAL_DISASTER_LOCUSTS,12
201610,NATURAL_DISASTER_LAVA,413
201610,NATURAL_DISASTER_LANDSLIDES,1751
201610,NATURAL_DISASTER_LANDSLIDE,454
201610,NATURAL_DISASTER_ICY,31
201610,NATURAL_DISASTER_ICE,3575
201610,NATURAL_DISASTER_HYPOTHERMIA,21
201610,NATURAL_DISASTER_HURRICANES,131
201610,NATURAL_DISASTER_HURRICANE,1263
201610,NATURAL_DISASTER_HIGH_WIND,17
201610,NATURAL_DISASTER_HIGH_WATER,113
201610,NATURAL_DISASTER_HEAVY_RAINS,149
201610,NATURAL_DISASTER_HEAVY_RAIN,421
201610,NATURAL_DISASTER_HEAT_WAVES,43
201610,NATURAL_DISASTER_HEAT_WAVE,57
201610,NATURAL_DISASTER_HEATWAVES,53
201610,NATURAL_DISASTER_HEATWAVE,177
201610,NATURAL_DISASTER_FRIGID,13
201610,NATURAL_DISASTER_FOREST_FIRES,230
201610,NATURAL_DISASTER_FOREST_FIRE,57
201610,NATURAL_DISASTER_FOREST_BURNED,12
201610,NATURAL_DISASTER_FLOOD_WATERS,14
201610,NATURAL_DISASTER_FLOOD_WATER,39
201610,NATURAL_DISASTER_FLOODWATERS,311
201610,NATURAL_DISASTER_FLOODWATER,22
201610,NATURAL_DISASTER_FLOODS,2415
201610,NATURAL_DISASTER_FLOODING,5333
201610,NATURAL_DISASTER_FLOODED,1834
201610,NATURAL_DISASTER_FLOOD,1996
201610,NATURAL_DISASTER_FLASH_FLOODS,167
201610,NATURAL_DISASTER_FLASH_FLOOD,53
201610,NATURAL_DISASTER_FAMINE,250
201610,NATURAL_DISASTER_EXTREME_WEATHER,440
201610,NATURAL_DISASTER_ERUPTIONS,345
201610,NATURAL_DISASTER_ERUPTION,872
201610,NATURAL_DISASTER_EROSION,282
201610,NATURAL_DISASTER_EARTHQUAKES,882
201610,NATURAL_DISASTER_EARTHQUAKE,2395
201610,NATURAL_DISASTER_DROWNS,151
201610,NATURAL_DISASTER_DROWNING,198
201610,NATURAL_DISASTER_DROWNED,434
201610,NATURAL_DISASTER_DROWN,57
201610,NATURAL_DISASTER_DROUGHTS,104
201610,NATURAL_DISASTER_DROUGHT,1296
201610,NATURAL_DISASTER_DESERTIFICATION,21
201610,NATURAL_DISASTER_CYCLONES,51
201610,NATURAL_DISASTER_CYCLONE,444
201610,NATURAL_DISASTER_CHILL,127
201610,NATURAL_DISASTER_BUSH_FIRE,441
201610,NATURAL_DISASTER_BUSHFIRES,19
201610,NATURAL_DISASTER_BUSHFIRE,21
201610,NATURAL_DISASTER_BLIZZARD,15
201610,NATURAL_DISASTER_AVALANCHES,241
201610,NATURAL_DISASTER_AVALANCHE,87
201610,NATURAL_DISASTER_AFTERSHOCKS,44
201610,NATURAL_DISASTER_AFTERSHOCK,86
