monthyear,theme,count
201809,NATURAL_DISASTER_WINTRY,28
201809,NATURAL_DISASTER_WINTER_STORMS,578
201809,NATURAL_DISASTER_WINTER_STORM,18
201809,NATURAL_DISASTER_WIND_STORM,13
201809,NATURAL_DISASTER_WINDSTORM,33
201809,NATURAL_DISASTER_WILDFIRES,2253
201809,NATURAL_DISASTER_WILDFIRE,2473
201809,NATURAL_DISASTER_WATER_LEVEL,207
201809,NATURAL_DISASTER_VOLCANOES,10289
201809,NATURAL_DISASTER_VOLCANO,13595
201809,NATURAL_DISASTER_VOLCANIC,13293
201809,NATURAL_DISASTER_VIOLENT_STORMS,30
201809,NATURAL_DISASTER_VIOLENT_STORM,47
201809,NATURAL_DISASTER_TYPHOONS,168
201809,NATURAL_DISASTER_TYPHOON,690
201809,NATURAL_DISASTER_TWISTER,196
201809,NATURAL_DISASTER_TSUNAMIS,1353
201809,NATURAL_DISASTER_TSUNAMI,21514
201809,NATURAL_DISASTER_TROPICAL_STORMS,154
201809,NATURAL_DISASTER_TROPICAL_STORM,283
201809,NATURAL_DISASTER_TROPICAL_CYCLONES,87
201809,NATURAL_DISASTER_TROPICAL_CYCLONE,99
201809,NATURAL_DISASTER_TREMORS,5451
201809,NATURAL_DISASTER_TREMOR,6958
201809,NATURAL_DISASTER_TREMBLOR,135
201809,NATURAL_DISASTER_TORRENTIAL_RAINS,95
201809,NATURAL_DISASTER_TORRENTIAL_RAINFALL,91
201809,NATURAL_DISASTER_TORRENTIAL_RAIN,188
201809,NATURAL_DISASTER_TORNADOES,128
201809,NATURAL_DISASTER_TORNADO,261
201809,NATURAL_DISASTER_TIDAL_WAVES,293
201809,NATURAL_DISASTER_TIDAL_WAVE,331
201809,NATURAL_DISASTER_TEMBLORS,42
201809,NATURAL_DISASTER_TEMBLOR,2803
201809,NATURAL_DISASTER_SUSTAINED_WINDS,54
201809,NATURAL_DISASTER_STRONG_WINDS,1325
201809,NATURAL_DISASTER_STORM_SURGES,87
201809,NATURAL_DISASTER_STORM_SURGE,25
201809,NATURAL_DISASTER_STORM_DAMAGE,66
201809,NATURAL_DISASTER_SMOG,214
201809,NATURAL_DISASTER_SEVERE_WEATHER,221
201809,NATURAL_DISASTER_SEVERE_COLD,12
