monthyear,theme,count
201611,NATURAL_DISASTER_WINTRY,18
201611,NATURAL_DISASTER_WIND_STORM,41
201611,NATURAL_DISASTER_WINDSTORM,12
201611,NATURAL_DISASTER_WILDFIRES,61
201611,NATURAL_DISASTER_WILDFIRE,53
201611,NATURAL_DISASTER_WATER_LEVEL,53
201611,NATURAL_DISASTER_VOLCANOES,507
201611,NATURAL_DISASTER_VOLCANO,867
201611,NATURAL_DISASTER_VOLCANIC,903
201611,NATURAL_DISASTER_TYPHOONS,59
201611,NATURAL_DISASTER_TYPHOON,214
201611,NATURAL_DISASTER_TWISTER,243
201611,NATURAL_DISASTER_TSUNAMIS,214
201611,NATURAL_DISASTER_TSUNAMI,2185
201611,NATURAL_DISASTER_TROPICAL_STORM,52
201611,NATURAL_DISASTER_TROPICAL_CYCLONES,16
201611,NATURAL_DISASTER_TROPICAL_CYCLONE,35
201611,NATURAL_DISASTER_TREMORS,232
201611,NATURAL_DISASTER_TREMOR,132
201611,NATURAL_DISASTER_TORRENTIAL_RAINS,17
201611,NATURAL_DISASTER_TORRENTIAL_RAIN,28
201611,NATURAL_DISASTER_TORNADOES,110
201611,NATURAL_DISASTER_TORNADO,76
201611,NATURAL_DISASTER_TIDAL_WAVES,127
201611,NATURAL_DISASTER_TIDAL_WAVE,31
201611,NATURAL_DISASTER_TEMBLOR,141
201611,NATURAL_DISASTER_STRONG_WINDS,321
201611,NATURAL_DISASTER_STORM_SURGES,28
201611,NATURAL_DISASTER_SMOG,211
201611,NATURAL_DISASTER_SEVERE_WEATHER,83
201611,NATURAL_DISASTER_RICHTER_SCALE,599
201611,NATURAL_DISASTER_PYROCLASTIC,72
201611,NATURAL_DISASTER_NATURAL_DISASTERS,517
201611,NATURAL_DISASTER_NATURAL_DISASTER,162
201611,NATURAL_DISASTER_MUDSLIDES,20
201611,NATURAL_DISASTER_MUDSLIDE,499
201611,NATURAL_DISASTER_MONSOON_RAINS,44
201611,NATURAL_DISASTER_MONSOON_RAIN,37
201611,NATURAL_DISASTER_MONSOON,230
201611,NATURAL_DISASTER_MAGMA,89
201611,NATURAL_DISASTER_LAVA,254
201611,NATURAL_DISASTER_LANDSLIDES,1918
201611,NATURAL_DISASTER_LANDSLIDE,309
201611,NATURAL_DISASTER_ICY,33
201611,NATURAL_DISASTER_ICE,1923
201611,NATURAL_DISASTER_HYPOTHERMIA,30
201611,NATURAL_DISASTER_HURRICANES,182
201611,NATURAL_DISASTER_HURRICANE,579
201611,NATURAL_DISASTER_HIGH_WINDS,13
201611,NATURAL_DISASTER_HIGH_WATER,86
201611,NATURAL_DISASTER_HEAVY_RAINS,225
201611,NATURAL_DISASTER_HEAVY_RAIN,516
201611,NATURAL_DISASTER_HEAT_WAVES,15
201611,NATURAL_DISASTER_HEAT_WAVE,15
201611,NATURAL_DISASTER_HEATWAVES,11
201611,NATURAL_DISASTER_HEATWAVE,11
201611,NATURAL_DISASTER_FOREST_FIRES,228
201611,NATURAL_DISASTER_FOREST_FIRE,29
201611,NATURAL_DISASTER_FOREST_BURNED,13
201611,NATURAL_DISASTER_FLOOD_WATER,12
201611,NATURAL_DISASTER_FLOODWATERS,13
201611,NATURAL_DISASTER_FLOODWATER,24
201611,NATURAL_DISASTER_FLOODS,868
201611,NATURAL_DISASTER_FLOODING,5788
201611,NATURAL_DISASTER_FLOODED,2032
201611,NATURAL_DISASTER_FLOOD,1551
201611,NATURAL_DISASTER_FLASH_FLOODS,36
201611,NATURAL_DISASTER_FLASH_FLOOD,13
201611,NATURAL_DISASTER_FAMINE,201
201611,NATURAL_DISASTER_EXTREME_WEATHER,390
201611,NATURAL_DISASTER_ERUPTIONS,214
201611,NATURAL_DISASTER_ERUPTION,697
201611,NATURAL_DISASTER_EROSION,369
201611,NATURAL_DISASTER_EARTHQUAKES,1027
201611,NATURAL_DISASTER_EARTHQUAKE,3386
201611,NATURAL_DISASTER_DROWNING,230
201611,NATURAL_DISASTER_DROWNED,802
201611,NATURAL_DISASTER_DROWN,46
201611,NATURAL_DISASTER_DROUGHTS,124
201611,NATURAL_DISASTER_DROUGHT,763
201611,NATURAL_DISASTER_DESERTIFICATION,28
201611,NATURAL_DISASTER_DEEPFREEZE,13
201611,NATURAL_DISASTER_CYCLONES,55
201611,NATURAL_DISASTER_CYCLONE,213
201611,NATURAL_DISASTER_CHILL,352
201611,NATURAL_DISASTER_BUSH_FIRES,66
201611,NATURAL_DISASTER_BUSH_FIRE,270
201611,NATURAL_DISASTER_BUSHFIRES,192
201611,NATURAL_DISASTER_BUSHFIRE,115
201611,NATURAL_DISASTER_BLIZZARD,27
201611,NATURAL_DISASTER_AVALANCHES,385
201611,NATURAL_DISASTER_AVALANCHE,92
201611,NATURAL_DISASTER_AFTERSHOCKS,163
201611,NATURAL_DISASTER_AFTERSHOCK,227
