monthyear,theme,count
201504,NATURAL_DISASTER_WINTRY,58
201504,NATURAL_DISASTER_WINDSTORM,13
201504,NATURAL_DISASTER_WILDFIRES,60
201504,NATURAL_DISASTER_WILDFIRE,22
201504,NATURAL_DISASTER_WATER_LEVEL,52
201504,NATURAL_DISASTER_VOLCANOES,892
201504,NATURAL_DISASTER_VOLCANO,1472
201504,NATURAL_DISASTER_VOLCANIC,1131
201504,NATURAL_DISASTER_TYPHOONS,95
201504,NATURAL_DISASTER_TYPHOON,313
201504,NATURAL_DISASTER_TWISTER,72
201504,NATURAL_DISASTER_TSUNAMIS,159
201504,NATURAL_DISASTER_TSUNAMI,1997
201504,NATURAL_DISASTER_TROPICAL_STORMS,15
201504,NATURAL_DISASTER_TROPICAL_STORM,15
201504,NATURAL_DISASTER_TROPICAL_CYCLONES,16
201504,NATURAL_DISASTER_TROPICAL_CYCLONE,70
201504,NATURAL_DISASTER_TREMORS,1341
201504,NATURAL_DISASTER_TREMOR,1054
201504,NATURAL_DISASTER_TREMBLOR,22
201504,NATURAL_DISASTER_TORRENTIAL_RAINS,20
201504,NATURAL_DISASTER_TORRENTIAL_RAIN,21
201504,NATURAL_DISASTER_TORNADOES,13
201504,NATURAL_DISASTER_TORNADO,32
201504,NATURAL_DISASTER_TIDAL_WAVES,33
201504,NATURAL_DISASTER_TIDAL_WAVE,49
201504,NATURAL_DISASTER_TEMBLORS,42
201504,NATURAL_DISASTER_TEMBLOR,1122
201504,NATURAL_DISASTER_STRONG_WINDS,105
201504,NATURAL_DISASTER_STORM_SURGES,35
201504,NATURAL_DISASTER_SMOG,102
201504,NATURAL_DISASTER_SEVERE_WEATHER,118
201504,NATURAL_DISASTER_RICHTER_SCALE,585
201504,NATURAL_DISASTER_PYROCLASTIC,159
201504,NATURAL_DISASTER_POWERFUL_STORMS,26
201504,NATURAL_DISASTER_NATURAL_DISASTERS,609
201504,NATURAL_DISASTER_NATURAL_DISASTER,577
201504,NATURAL_DISASTER_MUDSLIDE,171
201504,NATURAL_DISASTER_MUDFLOWS,21
201504,NATURAL_DISASTER_MONSOON_RAINS,23
201504,NATURAL_DISASTER_MONSOON_RAIN,13
201504,NATURAL_DISASTER_MONSOON,288
201504,NATURAL_DISASTER_MAGMA,264
201504,NATURAL_DISASTER_LOCUST,18
201504,NATURAL_DISASTER_LAVA,766
201504,NATURAL_DISASTER_LANDSLIDES,686
201504,NATURAL_DISASTER_LANDSLIDE,1040
201504,NATURAL_DISASTER_ICY,41
201504,NATURAL_DISASTER_ICE,2493
201504,NATURAL_DISASTER_HYPOTHERMIA,59
201504,NATURAL_DISASTER_HURRICANES,51
201504,NATURAL_DISASTER_HURRICANE,165
201504,NATURAL_DISASTER_HIGH_WINDS,31
201504,NATURAL_DISASTER_HIGH_WATER,35
201504,NATURAL_DISASTER_HEAVY_RAINS,114
201504,NATURAL_DISASTER_HEAVY_RAIN,328
201504,NATURAL_DISASTER_HEAT_WAVES,18
201504,NATURAL_DISASTER_HEAT_WAVE,12
201504,NATURAL_DISASTER_HEATWAVES,23
201504,NATURAL_DISASTER_FRIGID,127
201504,NATURAL_DISASTER_FREEZING_TEMPERATURES,59
201504,NATURAL_DISASTER_FOREST_FIRES,79
201504,NATURAL_DISASTER_FOREST_FIRE,22
201504,NATURAL_DISASTER_FLOOD_WATERS,90
201504,NATURAL_DISASTER_FLOOD_WATER,152
201504,NATURAL_DISASTER_FLOODWATERS,302
201504,NATURAL_DISASTER_FLOODS,712
201504,NATURAL_DISASTER_FLOODING,1852
201504,NATURAL_DISASTER_FLOODED_ROADS,18
201504,NATURAL_DISASTER_FLOODED_ROAD,109
201504,NATURAL_DISASTER_FLOODED,1317
201504,NATURAL_DISASTER_FLOOD,999
201504,NATURAL_DISASTER_FLASH_FLOODS,94
201504,NATURAL_DISASTER_FAMINE,278
201504,NATURAL_DISASTER_EXTREME_WEATHER,128
201504,NATURAL_DISASTER_EXTREME_COLD,23
201504,NATURAL_DISASTER_ERUPTIONS,359
201504,NATURAL_DISASTER_ERUPTION,1153
201504,NATURAL_DISASTER_EROSION,295
201504,NATURAL_DISASTER_EARTHQUAKES,2186
201504,NATURAL_DISASTER_EARTHQUAKE,5018
201504,NATURAL_DISASTER_DROWNING,415
201504,NATURAL_DISASTER_DROWNED,573
201504,NATURAL_DISASTER_DROWN,106
201504,NATURAL_DISASTER_DROUGHTS,130
201504,NATURAL_DISASTER_DROUGHT,729
201504,NATURAL_DISASTER_DESTRUCTIVE_WINDS,85
201504,NATURAL_DISASTER_DESERTIFICATION,18
201504,NATURAL_DISASTER_CYCLONES,56
201504,NATURAL_DISASTER_CYCLONE,320
201504,NATURAL_DISASTER_COLD_SNAP,13
201504,NATURAL_DISASTER_CHILL,81
201504,NATURAL_DISASTER_BUSH_FIRE,42
201504,NATURAL_DISASTER_BUSHFIRES,19
201504,NATURAL_DISASTER_BLIZZARDS,11
201504,NATURAL_DISASTER_AVALANCHES,711
201504,NATURAL_DISASTER_AVALANCHE,1584
201504,NATURAL_DISASTER_AFTERSHOCKS,1434
201504,NATURAL_DISASTER_AFTERSHOCK,1259
