Identitas,KodeProv,Provinsi,KodeKab,KabKota,KodeKat,Kategori,Namakejadian,Tanggal,Bulan,Tahun,Meninggal,Lukaluka,Hilang,Terdampak,Mengungsi,RumahRusakBerat,RumahRusakSedang,RumahRusakRingan,Kesehatan,Peribadatan,Pendidikan
3524102201811052,35,JAWA TIMUR,3524,LAMONGAN,102,TANAH LONGSOR,Tanah Longsor,5,11,2018,0,0,0,0,0,0,0,0,0,0,0
3217102201811051,32,JAWA BARAT,3217,BANDUNG BARAT,102,TANAH LONGSOR,tanah longsor,5,11,2018,0,0,0,0,0,0,1,0,0,0,0
3217102201811052,32,JAWA BARAT,3217,BANDUNG BARAT,102,TANAH LONGSOR,Longsor,5,11,2018,0,0,0,0,0,0,1,0,0,0,0
3217102201811053,32,JAWA BARAT,3217,BANDUNG BARAT,102,TANAH LONGSOR,longsor,5,11,2018,0,0,0,0,0,0,0,1,0,0,0
3202102201811051,32,JAWA BARAT,3202,SUKABUMI,102,TANAH LONGSOR,Longsor,5,11,2018,0,0,0,0,0,0,0,0,0,0,1
3318106201811051,33,JAWA TENGAH,3318,PATI,106,KEKERINGAN,KEKERINGAN,5,11,2018,0,0,0,0,0,0,0,0,0,0,0
3202105201811021,32,JAWA BARAT,3202,SUKABUMI,105,PUTING BELIUNG,Puting Beliung,2,11,2018,0,0,0,0,2,1,9,10,0,0,0
3523106201811011,35,JAWA TIMUR,3523,TUBAN,106,KEKERINGAN,Tes KEKERINGAN KABUPATEN TUBAN,1,11,2018,0,0,0,0,0,0,0,0,0,0,0
3329106201810301,33,JAWA TENGAH,3329,BREBES,106,KEKERINGAN,Kekeringan,30,10,2018,0,0,0,0,0,0,0,0,0,0,0
3217102201810301,32,JAWA BARAT,3217,BANDUNG BARAT,102,TANAH LONGSOR,tanah longsor,30,10,2018,0,0,0,0,0,0,0,0,0,0,0
3217102201810302,32,JAWA BARAT,3217,BANDUNG BARAT,102,TANAH LONGSOR,TANAH LONGSOR,30,10,2018,0,0,0,0,0,1,0,0,0,0,0
3217102201810303,32,JAWA BARAT,3217,BANDUNG BARAT,102,TANAH LONGSOR,LONGSOR,30,10,2018,0,0,0,0,0,1,0,0,0,0,0
3301106201810301,33,JAWA TENGAH,3301,CILACAP,106,KEKERINGAN,DROPPING AIR BERSIH DI DSN.DUNGUNSARI DS.CISUMUR KEC.GANDRUNGMANGU,30,10,2018,0,0,0,0,0,0,0,0,0,0,0
3217102201810304,32,JAWA BARAT,3217,BANDUNG BARAT,102,TANAH LONGSOR,LONGSOR,30,10,2018,0,0,0,0,0,1,0,0,0,0,0
3524101201810291,35,JAWA TIMUR,3524,LAMONGAN,101,BANJIR,,29,10,2018,0,0,0,0,18,5,0,0,0,0,0
7205108201809281,72,SULAWESI TENGAH,7205,DONGGALA,108,GEMPA BUMI,Gempa bumi,28,9,2018,171,10,0,0,0,0,0,0,0,0,0
3207106201809141,32,JAWA BARAT,3207,CIAMIS,106,KEKERINGAN,PENDISTRIBUSIAN AIR BERSIH,14,9,2018,0,0,0,966,0,0,0,0,0,0,0
3319107201809131,33,JAWA TENGAH,3319,KUDUS,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN,13,9,2018,,,,,,,,,,,
3319107201809132,33,JAWA TENGAH,3319,KUDUS,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN,13,9,2018,0,0,0,0,0,0,0,0,0,0,0
3319107201809121,33,JAWA TENGAH,3319,KUDUS,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN,12,9,2018,0,0,0,0,0,0,0,0,0,0,0
3319107201809101,33,JAWA TENGAH,3319,KUDUS,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN,10,9,2018,,,,,,,,,,,
1610107201808311,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,karhutlah KTM sungai rambutan sp3, palem raya dan dusun 2 swadaya sungai rambutan,31,8,2018,0,0,0,0,0,0,0,0,0,0,0
6474107201808281,64,KALIMANTAN TIMUR,6474,BONTANG,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran Lahan,28,8,2018,0,0,0,0,0,0,0,0,0,0,0
3312107201808271,33,JAWA TENGAH,3312,WONOGIRI,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran Lahan,27,8,2018,0,0,0,0,0,0,0,0,0,0,0
3318106201808241,33,JAWA TENGAH,3318,PATI,106,KEKERINGAN,Kekeringan,24,8,2018,0,0,0,0,0,0,0,0,0,0,0
3301106201808241,33,JAWA TENGAH,3301,CILACAP,106,KEKERINGAN,Droping Air Bersih Di  Dusun Gendiwung Cagak Desa sidamukti, Kecamatan Patimuan.,24,8,2018,0,0,0,0,0,0,0,0,0,0,0
3205102201808231,32,JAWA BARAT,3205,GARUT,102,TANAH LONGSOR,longsor,23,8,2018,0,0,0,0,0,0,0,0,0,0,0
3376107201808231,33,JAWA TENGAH,3376,TEGAL,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN LAHAN,23,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808231,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,karhutlah di gerbang jalan tol pemulutan  muara baru,23,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808221,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,karhutlah ibul besar 1 dan lorok, sarang elang,22,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808211,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutlah pemulutan,21,8,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201808211,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,21,8,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201808201,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,20,8,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201808191,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,19,8,2018,0,0,0,0,0,0,0,0,0,0,0
5207108201808192,52,NUSA TENGGARA BARAT,5207,SUMBAWA BARAT,108,GEMPA BUMI,LAPORAN AWAL PASCA KEJADIAN GEMPA BUMI 19/08/2018 30 Km TIMUR LAUT LOMBOK TIMUR NTB 6,5 MAGNITUDO,19,8,2018,4,68,0,0,23336,2331,5896,6728,7,62,60
1612107201808181,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,18,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808181,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,karhutlah meranjat III,18,8,2018,0,0,0,0,0,0,0,0,0,0,0
1275105201808181,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung kel.Asam Kumbang  kec. Medan Sunggal,18,8,2018,0,0,0,0,0,0,0,3,0,0,0
1275105201808182,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung kel.Rengas Pulau kec. Medan Marelan,18,8,2018,0,0,0,0,0,1,0,2,0,0,0
1612106201808171,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,106,KEKERINGAN,Kekeringan air bersih,17,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808171,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,karhutlah meranjat III,17,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808151,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutlah Meranjat I,15,8,2018,0,0,0,0,0,0,0,0,0,0,0
6474107201808121,64,KALIMANTAN TIMUR,6474,BONTANG,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran Lahan,12,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808121,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutlah 12 agustus 2018,12,8,2018,0,0,0,0,0,0,0,0,0,0,0
1275101201808121,12,SUMATERA UTARA,1275,MEDAN,101,BANJIR,BANJIR ROB DI KEL. NELAYAN INDAH, KEL. SEI MATI KEC. MEDAN LABUHAN,12,8,2018,0,0,0,4401,0,0,0,0,0,0,0
1275101201808122,12,SUMATERA UTARA,1275,MEDAN,101,BANJIR,BANJIR ROB DI KEL. BELAWAN I , KEL. SICANANG  KEL. BAGAN DELI, KEL. BELAWAN  BAHARI, BELAWAN BAHAGIA KEC. MEDAN LABUHAN,12,8,2018,0,0,0,13502,0,0,0,0,0,0,0
1612107201808071,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,7,8,2018,0,0,0,0,0,0,0,0,0,0,0
3328106201808071,33,JAWA TENGAH,3328,TEGAL,106,KEKERINGAN,kekeringan,7,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808041,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutlahn KTM sungai Rambutan,4,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808031,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutlah Muara Baru,3,8,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201808031,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,3,8,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201808021,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutlah 02 agustus 2018,2,8,2018,0,0,0,0,0,0,0,0,0,0,0
3328106201808011,33,JAWA TENGAH,3328,TEGAL,106,KEKERINGAN,kekeringan,1,8,2018,0,0,0,0,0,0,0,0,0,0,0
3310106201807311,33,JAWA TENGAH,3310,KLATEN,106,KEKERINGAN,Kekeringan,31,7,2018,0,0,0,0,0,0,0,0,0,0,0
5201108201807291,52,NUSA TENGGARA BARAT,5201,LOMBOK BARAT,108,GEMPA BUMI,Gempa Bumi Lombok Barat,29,7,2018,0,0,0,87,87,6,13,8,0,1,0
1610107201807251,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutlah Talang Pangeran Ilir,25,7,2018,0,0,0,0,0,0,0,0,0,0,0
3301104201807251,33,JAWA TENGAH,3301,CILACAP,104,GELOMBANG PASANG / ABRASI,Perahu Nelayan Terdampar di Hempas Gelombang Tinggi,25,7,2018,0,0,0,0,0,0,0,0,0,0,0
5201104201807251,52,NUSA TENGGARA BARAT,5201,LOMBOK BARAT,104,GELOMBANG PASANG / ABRASI,BENCANAROB LOMBOK BARAT,25,7,2018,0,0,0,118,118,0,1,0,0,0,0
1610107201807221,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,,22,7,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201807201,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Kahutbunlah samping tol serai,20,7,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201807171,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Pencarian Titik Api,17,7,2018,0,0,0,0,0,0,0,0,0,0,0
1613107201807171,16,SUMATERA SELATAN,1613,MUSI RAWAS UTARA,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran Hutan dan Lahan,17,7,2018,0,0,0,0,0,0,0,0,0,0,0
1275105201807171,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung,17,7,2018,0,0,0,0,0,0,0,2,0,0,0
1275105201807172,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung  kel. Siti rejo III kec. Medan amplas,17,7,2018,0,0,0,0,0,0,0,2,0,0,0
6305107201807171,63,KALIMANTAN SELATAN,6305,TAPIN,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN HUTAN DAN LAHAN,17,7,2018,0,0,0,0,0,0,0,0,0,0,0
6305107201807161,63,KALIMANTAN SELATAN,6305,TAPIN,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN HUTAN DAN LAHAN,16,7,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201807161,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutbunlah talang pangeran ulu,16,7,2018,0,0,0,0,0,0,0,0,0,0,0
1275105201807151,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung di Kecamatan Medan Tembung,15,7,2018,0,0,0,0,0,0,2,4,0,0,0
1610107201807151,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutbulah tanjung pule,15,7,2018,0,0,0,0,0,0,0,0,0,0,0
3528107201807121,35,JAWA TIMUR,3528,PAMEKASAN,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran Lahan,12,7,2018,0,0,0,0,0,0,0,0,0,0,0
3205107201807111,32,JAWA BARAT,3205,GARUT,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN,11,7,2018,0,0,0,0,0,0,0,0,0,0,0
1602105201807101,16,SUMATERA SELATAN,1602,OGAN KOMERING ILIR,105,PUTING BELIUNG,RUMAH ROBOH,10,7,2018,0,0,0,7,0,1,0,0,0,0,0
3528107201807101,35,JAWA TIMUR,3528,PAMEKASAN,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran,10,7,2018,0,0,0,0,0,0,0,0,0,0,0
3327102201807102,33,JAWA TENGAH,3327,PEMALANG,102,TANAH LONGSOR,Tanah Longsor,10,7,2018,0,0,0,0,4,0,1,1,0,0,0
5201106201807091,52,NUSA TENGGARA BARAT,5201,LOMBOK BARAT,106,KEKERINGAN,KEKERINGAN LOMBOK BARAT,9,7,2018,0,0,0,2420,0,0,0,0,0,0,0
1275105201807085,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung,8,7,2018,0,0,0,0,0,3,40,51,0,0,0
1275105201807081,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung,8,7,2018,0,0,0,0,0,4,16,0,0,0,0
3303101201807081,33,JAWA TENGAH,3303,PURBALINGGA,101,BANJIR,,8,7,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201807071,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,7,7,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201807072,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,7,7,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201807071,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutbunlah di simpang tol pemulutan,7,7,2018,0,0,0,0,0,0,0,0,0,0,0
7310102201807061,73,SULAWESI SELATAN,7310,BARRU,102,TANAH LONGSOR,LONGSOR,6,7,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201807061,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,6,7,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201807063,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,6,7,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201807064,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,6,7,2018,0,0,0,0,0,0,0,0,0,0,0
1612107201807051,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATAN,107,KEBAKARAN HUTAN DAN LAHAN,Lahan Terbakar,5,7,2018,0,0,0,0,0,0,0,0,0,0,0
1275105201807051,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung, Kel. Polonia dan Sari Rejo, Kec. Medan Polinia,5,7,2018,0,0,0,0,0,0,3,14,0,0,0
1275105201807052,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin Puting Beliung, Kel. Beringin, Kel. Sempakata, Kel. P. Bulan, Kec. Medan Selayang,5,7,2018,0,0,0,0,0,4,9,46,0,0,0
1275105201806301,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin puting Beliung di Kel. Namo Gajah, Kec. Medan Tuntungan,30,6,2018,0,0,0,0,0,0,1,1,0,0,0
7307105201806261,73,SULAWESI SELATAN,7307,SINJAI,105,PUTING BELIUNG,Angin Puting Beliung,26,6,2018,0,2,0,0,0,6,3,0,0,0,0
1605102201806211,16,SUMATERA SELATAN,1605,MUSI RAWAS,102,TANAH LONGSOR,Tanah Longsor,21,6,2018,0,0,0,0,0,0,0,0,0,0,0
9419108201806151,94,PAPUA,9419,SARMI,108,GEMPA BUMI,GEMPA BUMI TEKTONIK,15,6,2018,0,2,0,0,0,0,1,1,0,0,0
1610107201806141,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutbunlah Lorok,14,6,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201806121,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutbunlah Desa Ibul Besar 1,12,6,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201806101,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutbunlah Palem raya,10,6,2018,0,0,0,0,0,0,0,0,0,0,0
1275105201806071,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin puting Beliung di Kel. Baru Ladang Bambu, Kec. Medan Tuntungan,7,6,2018,0,0,0,0,4,1,0,1,0,0,0
3528107201806011,35,JAWA TIMUR,3528,PAMEKASAN,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran Lahan,1,6,2018,0,0,0,0,0,0,0,0,0,0,0
1610107201806011,16,SUMATERA SELATAN,1610,OGAN ILIR,107,KEBAKARAN HUTAN DAN LAHAN,Karhutbunlah jalan tol palindra,1,6,2018,0,0,0,0,0,0,0,0,0,0,0
3528107201806012,35,JAWA TIMUR,3528,PAMEKASAN,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran lahan,1,6,2018,0,0,0,0,0,0,0,0,0,0,0
3528107201805311,35,JAWA TIMUR,3528,PAMEKASAN,107,KEBAKARAN HUTAN DAN LAHAN,Kebakaran Lahan,31,5,2018,0,0,0,0,0,0,0,0,0,0,0
1605101201805301,16,SUMATERA SELATAN,1605,MUSI RAWAS,101,BANJIR,banjir,30,5,2018,0,0,0,0,0,0,0,0,0,0,0
1605101201805281,16,SUMATERA SELATAN,1605,MUSI RAWAS,101,BANJIR,banjir,28,5,2018,0,0,0,0,0,0,0,0,0,0,0
3301105201805271,33,JAWA TENGAH,3301,CILACAP,105,PUTING BELIUNG,ANGIN KENCANG DS. MAJINGKLAK, KEC. WANAREJA,27,5,2018,0,0,0,0,0,1,0,0,0,0,0
6302105201805261,63,KALIMANTAN SELATAN,6302,KOTABARU,105,PUTING BELIUNG,PUTING BELIUNG,26,5,2018,,4,,48,,6,4,,0,0,0
1110105201805261,11,ACEH,1110,BIREUEN,105,PUTING BELIUNG,PUTING BELIUNG,26,5,2018,,,,3,,,,1,0,0,0
1307102201805261,13,SUMATERA BARAT,1307,AGAM,102,TANAH LONGSOR,TANAH LONGSOR,26,5,2018,,1,,,,,,,0,0,0
9107101201805261,91,PAPUA BARAT,9107,SORONG,101,BANJIR,BANJIR,26,5,2018,,,,1800,,,,,0,0,0
7409101201805251,74,SULAWESI TENGGARA,7409,BUTON UTARA,101,BANJIR,BANJIR,25,5,2018,,,,,,,,,0,0,0
3308102201805251,33,JAWA TENGAH,3308,MAGELANG,102,TANAH LONGSOR,TANAH LONGSOR,25,5,2018,,,,,,,,1,0,0,0
3604105201805251,36,BANTEN,3604,SERANG,105,PUTING BELIUNG,PUTING BELIUNG,25,5,2018,,,,,,1,,,0,0,0
3209101201805231,32,JAWA BARAT,3209,CIREBON,101,BANJIR,BANJIR,23,5,2018,,,,,,,,,0,0,0
3208105201805231,32,JAWA BARAT,3208,KUNINGAN,105,PUTING BELIUNG,PUTING BELIUNG,23,5,2018,,,,,,8,21,68,0,3,1
3512105201805231,35,JAWA TIMUR,3512,SITUBONDO,105,PUTING BELIUNG,PUTING BELIUNG,23,5,2018,,,,,,1,,,0,0,0
3317104201805231,33,JAWA TENGAH,3317,REMBANG,104,GELOMBANG PASANG / ABRASI,GELOMBANG PASANG / ABRASI,23,5,2018,,,,40,,,,8,0,0,0
3212101201805231,32,JAWA BARAT,3212,INDRAMAYU,101,BANJIR,BANJIR,23,5,2018,,,,,,,,30,0,0,0
3320105201805221,33,JAWA TENGAH,3320,JEPARA,105,PUTING BELIUNG,PUTING BELIUNG,22,5,2018,,,,4,,1,,,0,0,0
3374101201805221,33,JAWA TENGAH,3374,KOTA SEMARANG,101,BANJIR,BANJIR,22,5,2018,,,,290,,,,,0,0,0
1275105201805221,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,ANGIN PUTING BELIUNG di Kel. Harjosari I dan Kel. Sitirejo III,22,5,2018,0,0,0,41,0,0,0,11,0,0,1
1275105201805222,12,SUMATERA UTARA,1275,MEDAN,105,PUTING BELIUNG,Angin puting beliung Jl.S.M Raja Kel. Teladan Barat Kec.Medan Kota,22,5,2018,0,0,0,3,0,0,0,1,0,0,0
7410101201805211,74,SULAWESI TENGGARA,7410,KONAWE UTARA,101,BANJIR,BANJIR,21,5,2018,,,,,,10,,,0,0,0
3509105201805211,35,JAWA TIMUR,3509,JEMBER,105,PUTING BELIUNG,PUTING BELIUNG,21,5,2018,,,,,,,1,,0,0,0
7409105201805211,74,SULAWESI TENGGARA,7409,BUTON UTARA,105,PUTING BELIUNG,PUTING BELIUNG,21,5,2018,,,,,,1,,5,0,0,0
3201105201805211,32,JAWA BARAT,3201,BOGOR,105,PUTING BELIUNG,PUTING BELIUNG,21,5,2018,,,,,,1,,,0,0,0
3307102201805211,33,JAWA TENGAH,3307,WONOSOBO,102,TANAH LONGSOR,TANAH LONGSOR,21,5,2018,,,,,,,,,0,0,0
7409105201805212,74,SULAWESI TENGGARA,7409,BUTON UTARA,105,PUTING BELIUNG,PUTING BELIUNG,21,5,2018,,,,,,3,,,0,0,0
6305102201805211,63,KALIMANTAN SELATAN,6305,TAPIN,102,TANAH LONGSOR,TANAH LONGSOR,21,5,2018,0,0,0,8,0,1,2,0,0,0,0
3271102201805201,32,JAWA BARAT,3271,KOTA BOGOR,102,TANAH LONGSOR,TANAH LONGSOR,20,5,2018,,,,6,,,,1,0,0,0
3271102201805202,32,JAWA BARAT,3271,KOTA BOGOR,102,TANAH LONGSOR,TANAH LONGSOR,20,5,2018,,,,20,,,,4,0,0,0
7311101201805201,73,SULAWESI SELATAN,7311,BONE,101,BANJIR,BANJIR,20,5,2018,,,,13405,,,,,0,0,0
6301101201805201,63,KALIMANTAN SELATAN,6301,TANAH LAUT,101,BANJIR,BANJIR,20,5,2018,,,,40,32,,,,0,0,0
6202101201805201,62,KALIMANTAN TENGAH,6202,KOTAWARINGIN TIMUR,101,BANJIR,BANJIR,20,5,2018,,,,100,,,,,0,0,0
6103101201805201,61,KALIMANTAN BARAT,6103,LANDAK,101,BANJIR,BANJIR,20,5,2018,,,,180,,,,,0,0,0
1403102201805191,14,RIAU,1403,INDRAGIRI HILIR,102,TANAH LONGSOR,TANAH LONGSOR,19,5,2018,,,,,,,,,0,0,0
3308102201805191,33,JAWA TENGAH,3308,MAGELANG,102,TANAH LONGSOR,TANAH LONGSOR,19,5,2018,,,,3,,,1,,0,0,0
3208102201805191,32,JAWA BARAT,3208,KUNINGAN,102,TANAH LONGSOR,TANAH LONGSOR,19,5,2018,1,,,,,,,,0,0,0
3278105201805191,32,JAWA BARAT,3278,KOTA TASIKMALAYA,105,PUTING BELIUNG,PUTING BELIUNG,19,5,2018,,,,5,,1,,,0,0,0
1375101201805191,13,SUMATERA BARAT,1375,KOTA BUKITTINGGI,101,BANJIR,BANJIR,19,5,2018,,,,25,,,,,0,1,1
1307101201805191,13,SUMATERA BARAT,1307,AGAM,101,BANJIR,BANJIR,19,5,2018,,,,4,,1,,,0,0,0
7313101201805191,73,SULAWESI SELATAN,7313,WAJO,101,BANJIR,BANJIR,19,5,2018,,,,10833,,,,,5,9,20
8171102201805181,81,MALUKU,8171,KOTA AMBON,102,TANAH LONGSOR,TANAH LONGSOR,18,5,2018,,,,5,,,1,,0,0,0
3201102201805181,32,JAWA BARAT,3201,BOGOR,102,TANAH LONGSOR,TANAH LONGSOR,18,5,2018,,,,12,5,,1,1,0,0,0
7309105201805171,73,SULAWESI SELATAN,7309,PANGKAJENE KEPULAUAN,105,PUTING BELIUNG,PUTING BELIUNG,17,5,2018,,,,,,,7,,0,0,0
3310106201805171,33,JAWA TENGAH,3310,KLATEN,106,KEKERINGAN,KEKERINGAN,17,5,2018,,,,1000,,,,,0,0,0
1109104201805171,11,ACEH,1109,PIDIE,104,GELOMBANG PASANG / ABRASI,GELOMBANG PASANG / ABRASI,17,5,2018,,,,,,11,,,0,0,0
3404105201805161,34,DI YOGYAKARTA,3404,SLEMAN,105,PUTING BELIUNG,PUTING BELIUNG,16,5,2018,,,,,,,2,,0,0,0
3201102201805161,32,JAWA BARAT,3201,BOGOR,102,TANAH LONGSOR,TANAH LONGSOR,16,5,2018,1,1,,43,22,,1,,0,0,0
3201102201805162,32,JAWA BARAT,3201,BOGOR,102,TANAH LONGSOR,TANAH LONGSOR,16,5,2018,,,,5,,,1,,0,0,0
6203105201805161,62,KALIMANTAN TENGAH,6203,KAPUAS,105,PUTING BELIUNG,PUTING BELIUNG,16,5,2018,,,,6,,,1,,0,0,0
1109105201805161,11,ACEH,1109,PIDIE,105,PUTING BELIUNG,PUTING BELIUNG,16,5,2018,,,,5,,1,,,0,0,0
7313101201805151,73,SULAWESI SELATAN,7313,WAJO,101,BANJIR,BANJIR,15,5,2018,,,,3975,,,,,0,3,4
1408107201805151,14,RIAU,1408,BENGKALIS,107,KEBAKARAN HUTAN DAN LAHAN,KEBAKARAN HUTAN DAN LAHAN,15,5,2018,,,,,,,,,0,0,0
3301105201805151,33,JAWA TENGAH,3301,CILACAP,105,PUTING BELIUNG,PUTING BELIUNG,15,5,2018,,,,,2,1,,,0,0,0
3510101201805151,35,JAWA TIMUR,3510,BANYUWANGI,101,BANJIR,BANJIR,15,5,2018,,,,,20,,,,0,0,0
5101104201805151,51,BALI,5101,JEMBRANA,104,GELOMBANG PASANG / ABRASI,ABRASI,15,5,2018,,,,,,,,,0,0,0
1612105201805151,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATANG ILIR,105,PUTING BELIUNG,PUTING BELIUNG,15,5,2018,,,,,,,,1,0,0,0
