"MonthYear","EventRootCode","QuadClass","CountEventNegativeTone","CountEventPositiveTone","SumNumNegativeArticle","SumNumPositiveArticle"
"201407","05","1","6","2013","79","15158"
"201408","05","1","6","1876","25","13031"
"201409","05","1","14","1429","197","10394"
"201410","05","1","12","1896","61","16065"
"201411","05","1","31","1707","223","12172"
"201412","05","1","12","1976","557","17531"
"201501","05","1","25","1811","773","13078"
"201502","05","1","490","1627","7309","12921"
"201503","05","1","1367","1231","21610","8500"
"201504","05","1","1568","1486","30789","9695"
"201505","05","1","1675","809","34383","6062"
"201506","05","1","1022","1014","17991","6573"
"201507","05","1","993","858","13535","6683"
"201508","05","1","883","1019","12033","9399"
"201509","05","1","1159","1147","16229","10331"
"201510","05","1","1491","1394","20830","16834"
"201511","05","1","1064","1282","9409","10791"
"201512","05","1","1065","1157","16528","8500"
"201601","05","1","1365","1063","20477","6605"
"201602","05","1","1036","1112","17416","7411"
"201603","05","1","1058","1322","14529","8411"
"201604","05","1","1143","1282","18208","7760"
"201605","05","1","1105","1326","9512","9587"
"201606","05","1","1033","1178","9070","7046"
"201607","05","1","1194","1129","11509","6938"
"201608","05","1","1070","1591","11531","11597"
"201609","05","1","1348","1472","15693","12078"
"201610","05","1","835","1295","8442","9312"
"201611","05","1","1076","1284","14193","8055"
"201612","05","1","1115","1418","13527","9381"
"201701","05","1","1149","1152","20736","9645"
"201702","05","1","1086","1224","13683","8796"
"201703","05","1","1035","1970","9161","17087"
"201704","05","1","877","1434","8754","13530"
"201705","05","1","1069","1248","10772","7423"
"201706","05","1","745","1067","6100","6674"
"201707","05","1","717","997","7820","5590"
"201708","05","1","586","1134","9121","6058"
"201709","05","1","680","1038","5222","7063"
"201710","05","1","764","1065","11806","8996"
"201711","05","1","713","1028","11263","5564"
"201712","05","1","581","1009","6091","8576"
"201801","05","1","556","1131","5323","6918"
"201802","05","1","740","798","10644","5802"
"201803","05","1","590","1017","6504","8107"
"201804","05","1","547","782","5165","4516"
"201805","05","1","873","1211","9114","9421"
"201806","05","1","544","1036","5187","5868"
"201807","05","1","468","943","5163","5824"
"201808","05","1","658","1037","5262","8071"
"201809","05","1","581","1208","6101","7352"
"201810","05","1","894","1440","12941","12991"
"201811","05","1","147","171","1003","3287"
"199901","06","2","0","59","0","307"
"199902","06","2","0","68","0","422"
"199903","06","2","0","95","0","464"
"199904","06","2","0","43","0","219"
"199905","06","2","0","84","0","421"
"199906","06","2","0","77","0","420"
"199907","06","2","0","72","0","348"
"199908","06","2","0","58","0","297"
"199909","06","2","0","234","0","1245"
"199910","06","2","0","151","0","985"
"199911","06","2","0","134","0","619"
"199912","06","2","0","67","0","317"
"200001","06","2","0","133","0","682"
"200002","06","2","0","73","0","338"
"200003","06","2","0","54","0","327"
"200004","06","2","0","63","0","435"
"200005","06","2","0","74","0","422"
"200006","06","2","0","80","0","447"
"200007","06","2","0","83","0","494"
"200008","06","2","0","107","0","608"
"200009","06","2","0","87","0","471"
"200010","06","2","0","54","0","193"
"200011","06","2","0","78","0","357"
"200012","06","2","0","43","0","255"
"200101","06","2","0","79","0","456"
"200102","06","2","0","79","0","539"
"200103","06","2","0","131","0","601"
"200104","06","2","0","70","0","331"
"200105","06","2","0","72","0","287"
"200106","06","2","0","95","0","496"
"200107","06","2","0","92","0","464"
"200108","06","2","0","82","0","437"
"200109","06","2","0","55","0","280"
"200110","06","2","0","73","0","291"
"200111","06","2","0","48","0","250"
"200112","06","2","0","87","0","380"
"200201","06","2","0","89","0","399"
"200202","06","2","0","56","0","250"
"200203","06","2","0","33","0","173"
"200204","06","2","0","46","0","207"
"200205","06","2","0","34","0","150"
"200206","06","2","0","45","0","220"
"200207","06","2","0","87","0","380"
"200208","06","2","0","109","0","544"
"200209","06","2","0","82","0","296"
"200210","06","2","0","90","0","398"
"200211","06","2","0","93","0","433"
"200212","06","2","0","71","0","363"
"200301","06","2","0","87","0","484"
"200302","06","2","0","62","0","275"
"200303","06","2","0","50","0","286"
"200304","06","2","0","98","0","717"
"200305","06","2","0","79","0","389"
"200306","06","2","0","84","0","477"
"200307","06","2","0","82","0","372"
"200308","06","2","0","117","0","587"
"200309","06","2","0","120","0","532"
"200310","06","2","0","100","0","450"
"200311","06","2","0","90","0","439"
"200312","06","2","0","101","0","537"
"200401","06","2","0","49","0","297"
"200402","06","2","0","96","0","499"
"200403","06","2","0","70","0","323"
"200404","06","2","0","72","0","382"
"200405","06","2","0","97","0","517"
"200406","06","2","0","62","0","332"
"200407","06","2","0","26","0","146"
"200408","06","2","0","51","0","245"
"200409","06","2","0","49","0","191"
"200410","06","2","0","56","0","263"
"200411","06","2","0","49","0","245"
"200412","06","2","0","69","0","364"
"200501","06","2","0","147","0","651"
"200502","06","2","0","48","0","209"
"200503","06","2","0","90","0","347"
"200504","06","2","0","57","0","247"
"200505","06","2","0","55","0","261"
"200506","06","2","0","62","0","366"
"200507","06","2","0","32","0","178"
"200508","06","2","0","70","0","292"
"200509","06","2","0","57","0","274"
"200510","06","2","0","64","0","348"
"200511","06","2","0","26","0","173"
"200512","06","2","0","77","0","367"
"200601","06","2","0","61","0","64"
"200602","06","2","0","30","0","42"
"200603","06","2","0","100","0","294"
"200604","06","2","0","46","0","88"
"200605","06","2","0","122","0","359"
"200606","06","2","0","105","0","258"
"200607","06","2","0","81","0","231"
"200608","06","2","0","74","0","348"
"200609","06","2","0","63","0","211"
"200610","06","2","0","62","0","549"
"200611","06","2","0","127","0","386"
"200612","06","2","0","78","0","245"
"200701","06","2","0","104","0","496"
"200702","06","2","0","99","0","266"
"200703","06","2","0","166","0","620"
"200704","06","2","0","179","0","692"
"200705","06","2","0","264","0","1056"
"200706","06","2","0","187","0","1039"
"200707","06","2","0","140","0","473"
"200708","06","2","0","246","0","1030"
"200709","06","2","0","208","0","1095"
"200710","06","2","0","163","0","696"
"200711","06","2","0","186","0","616"
"200712","06","2","1","185","10","623"
"200801","06","2","0","256","0","969"
"200802","06","2","0","250","0","1238"
"200803","06","2","0","124","0","527"
"200804","06","2","0","219","0","977"
"200805","06","2","0","187","0","782"
"200806","06","2","0","173","0","748"
"200807","06","2","0","145","0","739"
"200808","06","2","0","117","0","503"
"200809","06","2","0","149","0","624"
"200810","06","2","0","214","0","964"
"200811","06","2","0","127","0","606"
"200812","06","2","0","213","0","833"
"200901","06","2","0","380","0","1683"
"200902","06","2","0","382","0","1854"
"200903","06","2","0","364","0","1952"
"200904","06","2","0","364","0","2023"
"200905","06","2","0","326","0","1230"
"200906","06","2","0","307","0","1335"
"200907","06","2","0","288","0","1198"
"200908","06","2","0","448","0","2705"
"200909","06","2","0","435","0","2823"
"200910","06","2","0","844","0","7658"
"200911","06","2","0","403","0","2250"
"200912","06","2","0","411","0","1924"
"201001","06","2","0","408","0","2148"
"201002","06","2","0","292","0","1319"
"201003","06","2","0","132","0","403"
"201004","06","2","0","261","0","1135"
"201005","06","2","0","224","0","1023"
"201006","06","2","0","124","0","422"
"201007","06","2","0","272","0","1127"
"201008","06","2","0","404","0","2221"
"201009","06","2","0","472","0","2322"
"201010","06","2","0","576","0","3029"
"201011","06","2","0","580","0","4331"
"201012","06","2","0","401","0","2265"
"201101","06","2","0","405","0","2858"
"201102","06","2","0","293","0","2156"
"201103","06","2","0","542","0","4132"
"201104","06","2","0","410","0","2409"
"201105","06","2","0","430","0","3367"
"201106","06","2","0","766","0","9119"
"201107","06","2","0","663","0","5949"
"201108","06","2","0","477","0","3929"
"201109","06","2","0","585","0","3590"
"201110","06","2","0","532","0","3282"
"201111","06","2","0","481","0","3585"
"201112","06","2","0","374","0","2491"
"201201","06","2","0","371","0","3059"
"201202","06","2","0","474","0","3309"
"201203","06","2","0","576","0","3820"
"201204","06","2","0","560","0","3441"
"201205","06","2","0","488","0","2947"
"201206","06","2","0","565","0","3453"
"201207","06","2","0","624","0","4627"
"201208","06","2","0","514","0","3744"
"201209","06","2","0","573","0","4280"
"201210","06","2","0","594","0","3339"
"201211","06","2","0","452","0","2958"
"201212","06","2","0","381","0","2071"
"201301","06","2","0","510","0","3810"
"201302","06","2","0","425","0","2215"
"201303","06","2","0","432","0","2636"
"201304","06","2","0","179","0","1341"
"201305","06","2","0","300","0","1959"
"201306","06","2","0","418","0","2667"
"201307","06","2","0","662","0","4994"
"201308","06","2","0","719","0","6360"
"201309","06","2","0","784","0","5804"
"201310","06","2","0","796","0","6698"
"201311","06","2","0","760","0","6867"
"201312","06","2","0","473","0","3756"
"201401","06","2","0","534","0","5910"
"201402","06","2","3","729","45","7210"
"201403","06","2","10","686","79","6054"
"201404","06","2","9","580","101","4974"
"201405","06","2","13","542","83","4097"
"201406","06","2","10","532","117","4473"
"201407","06","2","17","773","74","7259"
"201408","06","2","14","603","87","5761"
"201409","06","2","7","666","58","6211"
"201410","06","2","42","816","346","6007"
"201411","06","2","15","761","183","6323"
"201412","06","2","18","1269","186","13751"
"201501","06","2","20","1068","252","10742"
"201502","06","2","217","446","3137","3444"
"201503","06","2","604","360","9232","2369"
"201504","06","2","621","383","8137","2292"
"201505","06","2","737","344","9453","1919"
"201506","06","2","467","351","4965","2649"
"201507","06","2","609","379","7680","4365"
"201508","06","2","636","330","9199","2284"
"201509","06","2","515","366","4560","3628"
"201510","06","2","496","365","6614","2459"
"201511","06","2","491","413","5851","3361"
"201512","06","2","450","334","7025","2322"
"201601","06","2","553","392","9022","3014"
"201602","06","2","461","323","6985","2807"
"201603","06","2","578","362","10561","2438"
"201604","06","2","494","384","5987","3061"
"201605","06","2","495","433","9394","2684"
"201606","06","2","577","348","9137","1969"
"201607","06","2","469","335","5503","2125"
"201608","06","2","649","475","5455","3438"
"201609","06","2","448","401","5276","2534"
"201610","06","2","445","386","5847","2045"
"201611","06","2","571","345","5540","2094"
"201612","06","2","537","372","6381","2259"
"201701","06","2","640","362","14103","2332"
"201702","06","2","498","520","6903","3346"
"201703","06","2","500","491","6096","3110"
"201704","06","2","436","384","4022","2688"
"201705","06","2","368","325","3913","1968"
"201706","06","2","398","254","5970","1309"
"201707","06","2","295","270","2962","1547"
"201708","06","2","346","329","4189","1832"
"201709","06","2","364","353","4082","2394"
"201710","06","2","358","370","4635","2204"
"201711","06","2","412","399","4408","2241"
"201712","06","2","288","271","1989","3304"
"201801","06","2","308","332","4296","1671"
"201802","06","2","375","276","3415","2309"
"201803","06","2","283","357","2798","2213"
"201804","06","2","345","278","4830","1760"
"201805","06","2","329","333","4441","2425"
"201806","06","2","243","202","1560","1051"
"201807","06","2","285","327","2786","2246"
"201808","06","2","427","388","8102","2793"
"201809","06","2","296","357","3299","2394"
"201810","06","2","642","548","14694","3474"
"201811","06","2","72","55","758","373"
"199901","07","2","0","108","0","589"
"199902","07","2","0","112","0","744"
"199903","07","2","0","151","0","927"
"199904","07","2","0","116","0","687"
"199905","07","2","0","157","0","960"
"199906","07","2","0","99","0","582"
"199907","07","2","0","122","0","675"
"199908","07","2","0","108","0","587"
"199909","07","2","0","596","0","3395"
"199910","07","2","0","187","0","976"
"199911","07","2","0","159","0","882"
"199912","07","2","0","88","0","490"
"200001","07","2","0","183","0","969"
"200002","07","2","0","87","0","417"
"200003","07","2","0","75","0","374"
"200004","07","2","0","72","0","343"
"200005","07","2","0","87","0","646"
"200006","07","2","0","135","0","982"
"200007","07","2","0","172","0","916"
"200008","07","2","0","162","0","1021"
"200009","07","2","0","185","0","913"
"200010","07","2","0","144","0","652"
"200011","07","2","0","93","0","484"
"200012","07","2","0","118","0","642"
"200101","07","2","0","76","0","431"
"200102","07","2","0","160","0","983"
"200103","07","2","0","140","0","811"
"200104","07","2","0","76","0","390"
"200105","07","2","0","58","0","351"
"200106","07","2","0","83","0","488"
"200107","07","2","0","108","0","568"
"200108","07","2","0","166","0","936"
"200109","07","2","0","122","0","576"
"200110","07","2","0","116","0","512"
"200111","07","2","0","135","0","632"
"200112","07","2","0","59","0","364"
"200201","07","2","0","145","0","724"
"200202","07","2","0","102","0","590"
"200203","07","2","0","111","0","561"
"200204","07","2","0","93","0","462"
"200205","07","2","0","86","0","411"
"200206","07","2","0","64","0","329"
"200207","07","2","0","121","0","592"
"200208","07","2","0","121","0","661"
"200209","07","2","0","101","0","417"
"200210","07","2","0","101","0","430"
"200211","07","2","0","79","0","395"
"200212","07","2","0","119","0","597"
"200301","07","2","0","134","0","632"
"200302","07","2","0","75","0","328"
"200303","07","2","0","66","0","441"
"200304","07","2","0","101","0","803"
"200305","07","2","0","185","0","1004"
"200306","07","2","0","78","0","340"
"200307","07","2","0","135","0","619"
"200308","07","2","0","118","0","601"
"200309","07","2","0","109","0","531"
"200310","07","2","0","109","0","616"
"200311","07","2","0","85","0","606"
"200312","07","2","0","114","0","526"
"200401","07","2","0","64","0","325"
"200402","07","2","0","117","0","605"
"200403","07","2","0","54","0","332"
"200404","07","2","0","94","0","464"
"200405","07","2","0","83","0","429"
"200406","07","2","0","83","0","509"
"200407","07","2","0","33","0","188"
"200408","07","2","0","31","0","133"
"200409","07","2","0","85","0","399"
"200410","07","2","0","61","0","308"
"200411","07","2","0","36","0","142"
"200412","07","2","0","214","0","1204"
"200501","07","2","0","540","0","2577"
"200502","07","2","0","94","0","491"
"200503","07","2","0","120","0","575"
"200504","07","2","0","91","0","430"
"200505","07","2","0","47","0","214"
"200506","07","2","0","69","0","283"
"200507","07","2","0","41","0","188"
"200508","07","2","0","64","0","346"
"200509","07","2","0","65","0","345"
"200510","07","2","0","87","0","317"
"200511","07","2","0","93","0","503"
"200512","07","2","0","77","0","407"
"200601","07","2","1","91","2","102"
"200602","07","2","0","82","0","138"
"200603","07","2","0","93","0","218"
"200604","07","2","0","94","0","216"
"200605","07","2","0","331","0","1547"
"200606","07","2","0","262","0","1309"
"200607","07","2","0","130","0","519"
"200608","07","2","0","217","0","929"
"200609","07","2","0","119","0","388"
"200610","07","2","0","72","0","134"
"200611","07","2","0","149","0","443"
"200612","07","2","0","151","0","764"
"200701","07","2","1","283","10","1171"
"200702","07","2","0","203","0","923"
"200703","07","2","0","221","0","916"
"200704","07","2","0","225","0","1037"
"200705","07","2","0","215","0","926"
"200706","07","2","0","204","0","910"
"200707","07","2","0","204","0","1013"
"200708","07","2","0","241","0","942"
"200709","07","2","1","369","10","1844"
"200710","07","2","0","198","0","956"
"200711","07","2","0","226","0","1135"
"200712","07","2","0","188","0","897"
"200801","07","2","0","287","0","2641"
"200802","07","2","0","233","0","1170"
"200803","07","2","0","138","0","608"
"200804","07","2","0","175","0","771"
"200805","07","2","0","209","0","983"
"200806","07","2","0","192","0","1057"
"200807","07","2","0","198","0","1127"
"200808","07","2","0","159","0","785"
"200809","07","2","0","157","0","853"
"200810","07","2","0","225","0","1216"
"200811","07","2","0","305","0","1584"
"200812","07","2","0","314","0","1773"
"200901","07","2","0","753","0","6353"
"200902","07","2","0","501","0","2949"
"200903","07","2","0","452","0","2853"
"200904","07","2","0","348","0","1882"
"200905","07","2","0","354","0","2778"
"200906","07","2","0","294","0","1442"
"200907","07","2","0","237","0","1808"
"200908","07","2","0","481","0","3534"
"200909","07","2","0","577","0","5720"
"200910","07","2","0","1618","0","16061"
"200911","07","2","0","588","0","4402"
"200912","07","2","0","543","0","4198"
"201001","07","2","0","546","0","3797"
"201002","07","2","0","488","0","3021"
"201003","07","2","0","170","0","619"
"201004","07","2","0","253","0","2081"
"201005","07","2","0","196","0","918"
"201006","07","2","0","145","0","769"
"201007","07","2","0","313","0","1646"
"201008","07","2","0","761","0","6368"
"201009","07","2","0","613","0","4772"
"201010","07","2","0","930","0","14983"
"201011","07","2","0","850","0","15923"
"201012","07","2","0","523","0","4355"
"201101","07","2","0","459","0","3843"
"201102","07","2","0","434","0","4435"
"201103","07","2","0","671","0","5732"
"201104","07","2","0","589","0","5114"
"201105","07","2","0","489","0","3448"
"201106","07","2","0","434","0","3305"
"201107","07","2","0","492","0","4719"
"201108","07","2","0","585","0","6040"
"201109","07","2","0","520","0","6337"
"201110","07","2","0","552","0","4073"
"201111","07","2","0","514","0","4342"
"201112","07","2","0","484","0","4160"
"201201","07","2","0","411","0","4281"
"201202","07","2","0","434","0","2383"
"201203","07","2","0","500","0","5377"
"201204","07","2","0","427","0","3674"
"201205","07","2","0","616","0","5786"
"201206","07","2","0","715","0","7711"
"201207","07","2","0","655","0","7872"
"201208","07","2","0","562","0","6792"
"201209","07","2","0","541","0","4790"
"201210","07","2","0","522","0","4299"
"201211","07","2","0","545","0","3977"
"201212","07","2","0","472","0","3045"
"201301","07","2","0","535","0","4106"
"201302","07","2","0","407","0","3080"
"201303","07","2","0","378","0","2490"
"201304","07","2","0","218","0","1554"
"201305","07","2","0","151","0","1356"
"201306","07","2","0","346","0","3593"
"201307","07","2","0","725","0","6853"
"201308","07","2","0","595","0","4739"
"201309","07","2","0","691","0","5968"
"201310","07","2","0","656","0","5988"
"201311","07","2","0","890","0","8234"
"201312","07","2","0","519","0","3631"
"201401","07","2","0","505","0","3953"
"201402","07","2","5","711","681","6631"
"201403","07","2","8","585","36","8467"
"201404","07","2","13","465","65","3789"
"201405","07","2","14","431","81","3216"
"201406","07","2","10","529","62","3478"
"201407","07","2","4","512","10","3505"
"201408","07","2","7","544","69","5134"
"201409","07","2","0","487","0","3163"
"201410","07","2","5","478","37","4379"
"201411","07","2","7","663","105","5567"
"201412","07","2","13","1605","141","30851"
"201501","07","2","6","1424","27","33935"
"201502","07","2","242","442","2805","3644"
"201503","07","2","507","312","12469","2416"
"201504","07","2","691","438","17966","3269"
"201505","07","2","2176","380","65335","3476"
"201506","07","2","742","296","14166","2209"
"201507","07","2","560","352","11746","2534"
"201508","07","2","697","306","20578","2199"
"201509","07","2","675","336","8090","2572"
"201510","07","2","762","441","10795","4581"
"201511","07","2","537","393","6718","2856"
"201512","07","2","516","403","7369","2554"
"201601","07","2","582","293","9966","1863"
"201602","07","2","437","302","4164","2065"
"201603","07","2","538","381","7767","4530"
"201604","07","2","569","331","6779","2571"
"201605","07","2","495","327","10732","2572"
"201606","07","2","523","356","6181","2752"
"201607","07","2","500","280","5308","2110"
"201608","07","2","605","364","7336","3145"
"201609","07","2","613","354","9166","2550"
"201610","07","2","396","380","7068","3145"
"201611","07","2","543","386","11619","2272"
"201612","07","2","717","315","31005","1979"
"201701","07","2","570","384","10000","2914"
"201702","07","2","540","466","9907","2825"
"201703","07","2","423","464","4450","3268"
"201704","07","2","349","358","5624","2497"
"201705","07","2","394","307","5349","2333"
"201706","07","2","363","276","3285","1996"
"201707","07","2","309","297","3037","3145"
"201708","07","2","288","227","6336","1657"
"201709","07","2","450","303","8436","2469"
"201710","07","2","365","269","4713","2402"
"201711","07","2","381","346","8884","2961"
"201712","07","2","298","250","2832","1716"
"201801","07","2","321","333","5004","2984"
"201802","07","2","294","256","4356","1803"
"201803","07","2","299","263","4519","2159"
"201804","07","2","350","256","4331","1861"
"201805","07","2","338","262","5857","2141"
"201806","07","2","411","241","11655","1824"
"201807","07","2","418","275","10871","1905"
"201808","07","2","716","237","19704","1655"
"201809","07","2","485","290","19189","3366"
"201810","07","2","1484","513","47372","3655"
"201811","07","2","210","68","4918","366"
"199901","08","2","0","235","0","1421"
"199902","08","2","0","197","0","1072"
"199903","08","2","0","252","0","1347"
"199904","08","2","0","128","0","623"
"199905","08","2","0","257","0","1353"
"199906","08","2","0","262","0","1694"
"199907","08","2","0","201","0","1128"
"199908","08","2","0","287","0","1632"
"199909","08","2","0","1111","0","6571"
"199910","08","2","0","420","0","2346"
"199911","08","2","0","292","0","1624"
"199912","08","2","0","242","0","1313"
"200001","08","2","0","232","0","1198"
"200002","08","2","0","247","0","1336"
"200003","08","2","0","111","0","671"
"200004","08","2","0","163","0","1007"
"200005","08","2","0","143","0","869"
"200006","08","2","0","162","0","1076"
"200007","08","2","0","212","0","1074"
"200008","08","2","0","250","0","1821"
"200009","08","2","0","310","0","1823"
"200010","08","2","0","261","0","1379"
"200011","08","2","0","210","0","1098"
"200012","08","2","0","224","0","926"
"200101","08","2","0","246","0","1137"
"200102","08","2","0","269","0","1718"
"200103","08","2","0","236","0","1297"
"200104","08","2","0","109","0","595"
"200105","08","2","0","205","0","1231"
"200106","08","2","0","158","0","825"
"200107","08","2","0","231","0","1303"
"200108","08","2","0","200","0","1123"
"200109","08","2","0","91","0","434"
"200110","08","2","0","142","0","645"
"200111","08","2","0","100","0","428"
"200112","08","2","0","99","0","549"
"200201","08","2","0","116","0","535"
"200202","08","2","0","124","0","597"
"200203","08","2","0","104","0","434"
"200204","08","2","0","131","0","629"
"200205","08","2","0","141","0","727"
"200206","08","2","0","74","0","316"
"200207","08","2","0","186","0","838"
"200208","08","2","0","212","0","920"
"200209","08","2","0","72","0","317"
"200210","08","2","0","145","0","643"
"200211","08","2","0","246","0","1282"
"200212","08","2","0","189","0","1050"
"200301","08","2","0","175","0","831"
"200302","08","2","0","181","0","1022"
"200303","08","2","0","132","0","964"
"200304","08","2","0","153","0","1157"
"200305","08","2","0","271","0","1366"
"200306","08","2","0","253","0","1212"
"200307","08","2","0","268","0","1164"
"200308","08","2","0","251","0","1241"
"200309","08","2","0","254","0","1203"
"200310","08","2","0","214","0","1007"
"200311","08","2","0","182","0","1074"
"200312","08","2","0","253","0","1176"
"200401","08","2","0","132","0","773"
"200402","08","2","0","158","0","816"
"200403","08","2","0","191","0","1047"
"200404","08","2","0","294","0","1267"
"200405","08","2","0","259","0","1487"
"200406","08","2","0","125","0","661"
"200407","08","2","0","132","0","640"
"200408","08","2","0","160","0","716"
"200409","08","2","0","124","0","657"
"200410","08","2","0","233","0","1023"
"200411","08","2","0","103","0","414"
"200412","08","2","0","141","0","788"
"200501","08","2","0","196","0","1037"
"200502","08","2","0","162","0","716"
"200503","08","2","0","162","0","692"
"200504","08","2","0","85","0","378"
"200505","08","2","4","51","180","253"
"200506","08","2","0","115","0","505"
"200507","08","2","0","85","0","374"
"200508","08","2","5","287","12","1513"
"200509","08","2","0","171","0","1128"
"200510","08","2","0","138","0","693"
"200511","08","2","0","112","0","482"
"200512","08","2","0","97","0","553"
"200601","08","2","0","74","0","87"
"200602","08","2","0","112","0","167"
"200603","08","2","0","103","0","321"
"200604","08","2","0","91","0","134"
"200605","08","2","0","143","0","476"
"200606","08","2","0","430","0","1230"
"200607","08","2","0","138","0","348"
"200608","08","2","0","154","0","476"
"200609","08","2","0","122","0","451"
"200610","08","2","0","182","0","418"
"200611","08","2","0","96","0","403"
"200612","08","2","0","172","0","584"
"200701","08","2","0","144","0","383"
"200702","08","2","0","125","0","446"
"200703","08","2","0","199","0","927"
"200704","08","2","0","312","0","5506"
"200705","08","2","2","259","20","5169"
"200706","08","2","1","241","8","5085"
"200707","08","2","0","167","0","3706"
"200708","08","2","0","171","0","3195"
"200709","08","2","0","201","0","1049"
"200710","08","2","0","176","0","901"
"200711","08","2","0","203","0","851"
"200712","08","2","0","178","0","723"
"200801","08","2","0","353","0","2702"
"200802","08","2","0","236","0","1261"
"200803","08","2","0","172","0","855"
"200804","08","2","0","227","0","853"
"200805","08","2","0","196","0","1323"
"200806","08","2","0","214","0","1104"
"200807","08","2","0","211","0","964"
"200808","08","2","0","183","0","700"
"200809","08","2","0","184","0","824"
"200810","08","2","0","215","0","1010"
"200811","08","2","0","200","0","1039"
"200812","08","2","0","322","0","1900"
"200901","08","2","0","420","0","2528"
"200902","08","2","0","305","0","1662"
"200903","08","2","0","277","0","1682"
"200904","08","2","0","338","0","1642"
"200905","08","2","0","361","0","1816"
"200906","08","2","0","302","0","1449"
"200907","08","2","0","301","0","1843"
"200908","08","2","0","535","0","3740"
"200909","08","2","0","469","0","2962"
"200910","08","2","0","627","0","4743"
"200911","08","2","0","506","0","2840"
"200912","08","2","0","495","0","2919"
"201001","08","2","0","376","0","2143"
"201002","08","2","0","395","0","1985"
"201003","08","2","0","175","0","702"
"201004","08","2","0","216","0","1171"
"201005","08","2","0","259","0","1456"
"201006","08","2","0","143","0","691"
"201007","08","2","0","231","0","1219"
"201008","08","2","0","761","0","5253"
"201009","08","2","0","655","0","5321"
"201010","08","2","0","513","0","4523"
"201011","08","2","0","587","0","4326"
"201012","08","2","0","470","0","2712"
"201101","08","2","0","336","0","3073"
"201102","08","2","0","458","0","2517"
"201103","08","2","0","505","0","3223"
"201104","08","2","0","554","0","3573"
"201105","08","2","0","596","0","4744"
"201106","08","2","0","614","0","5724"
"201107","08","2","0","684","0","5265"
"201108","08","2","0","541","0","5936"
"201109","08","2","0","434","0","2930"
"201110","08","2","0","599","0","3963"
"201111","08","2","0","626","0","4841"
"201112","08","2","0","441","0","3434"
"201201","08","2","0","436","0","3098"
"201202","08","2","0","425","0","3493"
"201203","08","2","0","470","0","3050"
"201204","08","2","0","634","0","4373"
"201205","08","2","0","885","0","6989"
"201206","08","2","0","449","0","3607"
"201207","08","2","0","488","0","5900"
"201208","08","2","0","457","0","3863"
"201209","08","2","0","496","0","4399"
"201210","08","2","0","468","0","4566"
"201211","08","2","0","438","0","3005"
"201212","08","2","0","364","0","2714"
"201301","08","2","0","369","0","2766"
"201302","08","2","0","414","0","3182"
"201303","08","2","0","380","0","2459"
"201304","08","2","0","161","0","1242"
"201305","08","2","0","222","0","1419"
"201306","08","2","0","483","0","3473"
"201307","08","2","0","539","0","3833"
"201308","08","2","0","528","0","4477"
"201309","08","2","0","619","0","5367"
"201310","08","2","0","596","0","5276"
"201311","08","2","0","601","0","4843"
"201312","08","2","0","448","0","3371"
"201401","08","2","0","640","0","4451"
"201402","08","2","10","1208","108","10749"
"201403","08","2","5","492","162","3866"
"201404","08","2","7","472","715","4225"
"201405","08","2","3","419","22","3658"
"201406","08","2","3","334","10","2528"
"201407","08","2","11","608","32","7489"
"201408","08","2","0","637","0","6804"
"201409","08","2","3","499","6","3751"
"201410","08","2","2","647","10","5528"
"201411","08","2","11","551","446","3878"
"201412","08","2","1","781","6","8067"
"201501","08","2","22","1269","1088","18226"
"201502","08","2","332","590","9760","5541"
"201503","08","2","1017","187","15873","1574"
"201504","08","2","1286","231","19591","1816"
"201505","08","2","1146","177","16149","1769"
"201506","08","2","707","174","13391","2714"
"201507","08","2","484","192","5156","1485"
"201508","08","2","751","179","19075","1086"
"201509","08","2","619","253","10578","2491"
"201510","08","2","731","186","8659","1809"
"201511","08","2","889","167","10404","1043"
"201512","08","2","528","180","4650","1209"
"201601","08","2","739","171","7042","1170"
"201602","08","2","770","158","14019","1356"
"201603","08","2","772","139","8847","1612"
"201604","08","2","681","171","12344","1308"
"201605","08","2","1086","276","20906","2621"
"201606","08","2","807","296","6414","1801"
"201607","08","2","739","192","7114","1688"
"201608","08","2","765","230","8774","2028"
"201609","08","2","946","230","15385","1663"
"201610","08","2","806","258","16349","1481"
"201611","08","2","569","231","5087","1415"
"201612","08","2","757","216","14036","1456"
"201701","08","2","690","193","6539","928"
"201702","08","2","630","219","8478","1308"
"201703","08","2","560","279","5536","1794"
"201704","08","2","477","205","5069","1041"
"201705","08","2","863","215","11172","2290"
"201706","08","2","536","154","5154","966"
"201707","08","2","326","120","2804","769"
"201708","08","2","310","167","4738","1152"
"201709","08","2","493","179","4969","1089"
"201710","08","2","422","195","6904","1267"
"201711","08","2","532","192","4504","1202"
"201712","08","2","271","154","3004","1061"
"201801","08","2","407","156","4964","1042"
"201802","08","2","388","178","4268","888"
"201803","08","2","385","155","3627","789"
"201804","08","2","369","185","3395","1148"
"201805","08","2","492","178","5519","959"
"201806","08","2","371","187","3673","932"
"201807","08","2","349","139","4488","870"
"201808","08","2","694","213","8625","2370"
"201809","08","2","319","188","4043","1392"
"201810","08","2","644","208","9729","1081"
"201811","08","2","164","19","4025","183"
"199901","09","2","0","75","0","488"
"199902","09","2","0","110","0","634"
"199903","09","2","0","77","0","520"
"199904","09","2","0","68","0","416"
"199905","09","2","0","139","0","846"
