"MonthYear","EventRootCode","QuadClass","CountEvent","Intensity","SumNumArticles","RerataAvgTone","CountEventNegativeTone","CountEventPositiveTone","SumNumNegativeArticle","SumNumPositiveArticle"
"200512","06","2","77","2.698","367","4.65506","0","77","0","367"
"200601","06","2","61","2.046","64","4.70424","0","61","0","64"
"200602","06","2","30","0.894","42","3.99141","0","30","0","42"
"200603","06","2","100","2.12","294","5.66959","0","100","0","294"
"200604","06","2","46","1.232","88","5.02554","0","46","0","88"
"200605","06","2","122","1.787","359","5.15778","0","122","0","359"
"200606","06","2","105","1.702","258","4.72949","0","105","0","258"
"200607","06","2","81","2.111","231","5.08944","0","81","0","231"
"200608","06","2","74","1.638","348","5.81748","0","74","0","348"
"200609","06","2","63","1.248","211","5.0799","0","63","0","211"
"200610","06","2","62","1.811","549","4.10574","0","62","0","549"
"200611","06","2","127","2.436","386","5.24719","0","127","0","386"
"200612","06","2","78","2.023","245","5.44403","0","78","0","245"
"200701","06","2","104","1.575","496","3.82306","0","104","0","496"
"200702","06","2","99","1.693","266","5.21357","0","99","0","266"
"200703","06","2","166","2.142","620","4.45878","0","166","0","620"
"200704","06","2","179","2.002","692","4.82742","0","179","0","692"
"200705","06","2","264","3.149","1056","4.82397","0","264","0","1056"
"200706","06","2","187","1.989","1039","5.18292","0","187","0","1039"
"200707","06","2","140","1.838","473","4.5678","0","140","0","473"
"200708","06","2","246","4.507","1030","4.87012","0","246","0","1030"
"200709","06","2","208","2.784","1095","4.20982","0","208","0","1095"
"200710","06","2","163","2.053","696","4.54411","0","163","0","696"
"200711","06","2","186","2.537","616","4.55466","0","186","0","616"
"200712","06","2","186","2.485","633","4.67076","1","185","10","623"
"200801","06","2","256","2.675","969","4.98997","0","256","0","969"
"200802","06","2","250","3.118","1238","4.6743","0","250","0","1238"
"200803","06","2","124","2.303","527","5.01057","0","124","0","527"
"200804","06","2","219","3.109","977","4.70341","0","219","0","977"
"200805","06","2","187","3.232","782","5.2651","0","187","0","782"
"200806","06","2","173","2.395","748","4.00969","0","173","0","748"
"200807","06","2","145","2.016","739","5.32195","0","145","0","739"
"200808","06","2","117","2.199","503","4.77227","0","117","0","503"
"200809","06","2","149","2.58","624","4.26988","0","149","0","624"
"200810","06","2","214","2.675","964","4.55203","0","214","0","964"
"200811","06","2","127","1.342","606","4.94575","0","127","0","606"
"200812","06","2","213","2.428","833","5.66133","0","213","0","833"
"200901","06","2","380","2.477","1683","4.39707","0","380","0","1683"
"200902","06","2","382","2.611","1854","5.02185","0","382","0","1854"
"200903","06","2","364","3.008","1952","5.35802","0","364","0","1952"
"200904","06","2","364","2.871","2023","5.19004","0","364","0","2023"
"200905","06","2","326","2.61","1230","4.87561","0","326","0","1230"
"200906","06","2","307","3.004","1335","5.4652","0","307","0","1335"
"200907","06","2","288","2.318","1198","4.51534","0","288","0","1198"
"200908","06","2","448","2.657","2705","4.88997","0","448","0","2705"
"200909","06","2","435","2.586","2823","4.76333","0","435","0","2823"
"200910","06","2","844","3.878","7658","5.65229","0","844","0","7658"
"200911","06","2","403","2.879","2250","5.01364","0","403","0","2250"
"200912","06","2","411","2.66","1924","4.62024","0","411","0","1924"
"201001","06","2","408","3.065","2148","4.76404","0","408","0","2148"
"201002","06","2","292","2.145","1319","4.52709","0","292","0","1319"
"201003","06","2","132","1.991","403","4.54175","0","132","0","403"
"201004","06","2","261","3.172","1135","5.19437","0","261","0","1135"
"201005","06","2","224","3.154","1023","5.52612","0","224","0","1023"
"201006","06","2","124","2.34","422","4.76949","0","124","0","422"
"201007","06","2","272","2.8","1127","4.91287","0","272","0","1127"
"201008","06","2","404","1.787","2221","5.01621","0","404","0","2221"
"201009","06","2","472","2.167","2322","4.9759","0","472","0","2322"
"201010","06","2","576","2.795","3029","5.23109","0","576","0","3029"
"201011","06","2","580","2.289","4331","5.20908","0","580","0","4331"
"201012","06","2","401","2.569","2265","4.952","0","401","0","2265"
"201101","06","2","405","2.967","2858","5.18665","0","405","0","2858"
"201102","06","2","293","1.926","2156","4.99743","0","293","0","2156"
"201103","06","2","542","3.063","4132","4.75028","0","542","0","4132"
"201104","06","2","410","2.209","2409","5.19923","0","410","0","2409"
"201105","06","2","430","2.32","3367","4.64116","0","430","0","3367"
"201106","06","2","766","4.011","9119","4.62711","0","766","0","9119"
"201107","06","2","663","3.177","5949","5.05712","0","663","0","5949"
"201108","06","2","477","2.58","3929","4.39631","0","477","0","3929"
"201109","06","2","585","3.761","3590","4.91442","0","585","0","3590"
"201110","06","2","532","3.074","3282","5.06629","0","532","0","3282"
"201111","06","2","481","2.418","3585","4.77551","0","481","0","3585"
"201112","06","2","374","2.814","2491","4.78356","0","374","0","2491"
"201201","06","2","371","2.533","3059","5.07615","0","371","0","3059"
"201202","06","2","474","2.977","3309","4.61907","0","474","0","3309"
"201203","06","2","576","3.175","3820","4.79589","0","576","0","3820"
"201204","06","2","560","3.123","3441","4.62267","0","560","0","3441"
"201205","06","2","488","2.377","2947","5.3701","0","488","0","2947"
"201206","06","2","565","3.316","3453","4.92162","0","565","0","3453"
"201207","06","2","624","3.611","4627","5.2752","0","624","0","4627"
"201208","06","2","514","3.246","3744","4.79601","0","514","0","3744"
"201209","06","2","573","2.919","4280","5.62423","0","573","0","4280"
"201210","06","2","594","3.12","3339","5.13968","0","594","0","3339"
"201211","06","2","452","2.454","2958","2.56285","0","452","0","2958"
"201212","06","2","381","2.825","2071","2.21448","0","381","0","2071"
"201301","06","2","510","3.166","3810","2.14114","0","510","0","3810"
"201302","06","2","425","3.041","2215","2.12446","0","425","0","2215"
"201303","06","2","432","2.879","2636","2.42337","0","432","0","2636"
"201304","06","2","179","3.061","1341","1.83296","0","179","0","1341"
"201305","06","2","300","4.618","1959","2.12377","0","300","0","1959"
"201306","06","2","418","2.834","2667","2.08428","0","418","0","2667"
"201307","06","2","662","3.059","4994","2.13111","0","662","0","4994"
"201308","06","2","719","3.525","6360","2.28406","0","719","0","6360"
"201309","06","2","784","2.955","5804","2.17119","0","784","0","5804"
"201310","06","2","796","2.859","6698","2.41257","0","796","0","6698"
"201311","06","2","760","2.904","6867","2.28829","0","760","0","6867"
"201312","06","2","473","2.965","3756","2.07598","0","473","0","3756"
"201401","06","2","534","3.571","5910","2.11965","0","534","0","5910"
"201402","06","2","732","2.834","7255","2.19751","3","729","45","7210"
"201403","06","2","696","3.786","6133","2.07941","10","686","79","6054"
"201404","06","2","589","3.328","5075","2.20449","9","580","101","4974"
"201405","06","2","555","3.552","4180","2.42417","13","542","83","4097"
"201406","06","2","542","3.653","4590","2.19261","10","532","117","4473"
"201407","06","2","790","4.165","7333","2.12809","17","773","74","7259"
"201408","06","2","617","2.948","5848","2.07842","14","603","87","5761"
"201409","06","2","673","3.836","6269","1.98562","7","666","58","6211"
"201410","06","2","858","3.657","6353","1.97282","42","816","346","6007"
"201411","06","2","776","3.685","6506","2.15122","15","761","183","6323"
"201412","06","2","1287","3.763","13937","1.86502","18","1269","186","13751"
"201501","06","2","1088","2.881","10994","1.918","20","1068","252","10742"
"201502","06","2","663","2.024","6581","0.477285","217","446","3137","3444"
"201503","06","2","964","2.512","11601","-1.40411","604","360","9232","2369"
"201504","06","2","1004","1.835","10429","-1.48513","621","383","8137","2292"
"201505","06","2","1081","2.661","11372","-1.80794","737","344","9453","1919"
"201506","06","2","818","3.029","7614","-1.17101","467","351","4965","2649"
"201507","06","2","988","3.644","12045","-1.086","609","379","7680","4365"
"201508","06","2","966","3.573","11483","-1.32797","636","330","9199","2284"
"201509","06","2","881","2.967","8188","-1.00486","515","366","4560","3628"
"201510","06","2","861","2.427","9073","-0.957164","496","365","6614","2459"
"201511","06","2","904","2.736","9212","-0.98112","491","413","5851","3361"
"201512","06","2","784","3.053","9347","-1.05527","450","334","7025","2322"
"201601","06","2","945","2.627","12036","-1.80809","553","392","9022","3014"
"201602","06","2","784","2.878","9792","-1.07267","461","323","6985","2807"
"201603","06","2","940","3.057","12999","-1.37113","578","362","10561","2438"
"201604","06","2","878","3.028","9048","-1.10837","494","384","5987","3061"
"201605","06","2","928","3.035","12078","-0.847203","495","433","9394","2684"
"201606","06","2","925","2.963","11106","-1.2384","577","348","9137","1969"
"201607","06","2","804","2.69","7628","-1.02439","469","335","5503","2125"
"201608","06","2","1124","3.252","8893","-1.14477","649","475","5455","3438"
"201609","06","2","849","2.525","7810","-0.937085","448","401","5276","2534"
"201610","06","2","831","2.989","7892","-0.614774","445","386","5847","2045"
"201611","06","2","916","2.699","7634","-1.10279","571","345","5540","2094"
"201612","06","2","909","2.715","8640","-1.3294","537","372","6381","2259"
"201701","06","2","1002","3.368","16435","-1.05595","640","362","14103","2332"
"201702","06","2","1018","3.273","10249","-0.418375","498","520","6903","3346"
"201703","06","2","991","2.737","9206","-0.536019","500","491","6096","3110"
"201704","06","2","820","2.867","6710","-0.559422","436","384","4022","2688"
"201705","06","2","693","2.096","5881","-0.922125","368","325","3913","1968"
"201706","06","2","652","2.722","7279","-1.58991","398","254","5970","1309"
"201707","06","2","565","2.593","4509","-0.761551","295","270","2962","1547"
"201708","06","2","675","3.51","6021","-1.10667","346","329","4189","1832"
"201709","06","2","717","3.104","6476","-0.615135","364","353","4082","2394"
"201710","06","2","728","3.191","6839","-0.500852","358","370","4635","2204"
"201711","06","2","811","3.357","6649","-0.712385","412","399","4408","2241"
"201712","06","2","559","3.042","5293","-0.49568","288","271","1989","3304"
"201801","06","2","640","3.132","5967","-0.508141","308","332","4296","1671"
"201802","06","2","651","3.412","5724","-1.21308","375","276","3415","2309"
"201803","06","2","640","3.192","5011","-0.294199","283","357","2798","2213"
"201804","06","2","623","3.303","6590","-0.956806","345","278","4830","1760"
"201805","06","2","662","2.329","6866","-0.726507","329","333","4441","2425"
"201806","06","2","445","2.342","2611","-0.908256","243","202","1560","1051"
"201807","06","2","612","3.242","5032","-0.358409","285","327","2786","2246"
"201808","06","2","815","3.566","10895","-0.523959","427","388","8102","2793"
"201809","06","2","653","3.345","5693","-0.081288","296","357","3299","2394"
"201810","06","2","1190","3.416","18168","-0.708628","642","548","14694","3474"
"201811","06","2","127","2.163","1131","-0.769027","72","55","758","373"
"199901","07","2","108","2.242","589","4.602","0","108","0","589"
"199902","07","2","112","2.037","744","5.06695","0","112","0","744"
"199903","07","2","151","2.256","927","5.12603","0","151","0","927"
"199904","07","2","116","1.73","687","4.54386","0","116","0","687"
"199905","07","2","157","2.496","960","5.87765","0","157","0","960"
"199906","07","2","99","1.61","582","5.38812","0","99","0","582"
"199907","07","2","122","1.925","675","4.54735","0","122","0","675"
"199908","07","2","108","1.43","587","4.45911","0","108","0","587"
"199909","07","2","596","3.042","3395","5.19309","0","596","0","3395"
"199910","07","2","187","2.099","976","5.02759","0","187","0","976"
"199911","07","2","159","2.008","882","4.38369","0","159","0","882"
"199912","07","2","88","1.363","490","5.04629","0","88","0","490"
"200001","07","2","183","2.227","969","4.36867","0","183","0","969"
"200002","07","2","87","1.324","417","5.42878","0","87","0","417"
"200003","07","2","75","1.63","374","5.14089","0","75","0","374"
"200004","07","2","72","1.525","343","5.1797","0","72","0","343"
"200005","07","2","87","1.719","646","4.68499","0","87","0","646"
"200006","07","2","135","2.165","982","4.62043","0","135","0","982"
"200007","07","2","172","3.048","916","4.60913","0","172","0","916"
"200008","07","2","162","2.528","1021","4.76639","0","162","0","1021"
"200009","07","2","185","2.198","913","4.4585","0","185","0","913"
"200010","07","2","144","2.325","652","4.70549","0","144","0","652"
"200011","07","2","93","1.615","484","4.41716","0","93","0","484"
"200012","07","2","118","1.899","642","4.49132","0","118","0","642"
"200101","07","2","76","1.247","431","5.71568","0","76","0","431"
"200102","07","2","160","2.202","983","4.13194","0","160","0","983"
"200103","07","2","140","2.16","811","4.53167","0","140","0","811"
"200104","07","2","76","1.763","390","4.84253","0","76","0","390"
"200105","07","2","58","0.907","351","4.69901","0","58","0","351"
"200106","07","2","83","1.454","488","4.31452","0","83","0","488"
"200107","07","2","108","1.621","568","5.37502","0","108","0","568"
"200108","07","2","166","2.595","936","4.95378","0","166","0","936"
"200109","07","2","122","2.348","576","5.15636","0","122","0","576"
"200110","07","2","116","2.288","512","4.5668","0","116","0","512"
"200111","07","2","135","2.744","632","5.67243","0","135","0","632"
"200112","07","2","59","1.655","364","4.68965","0","59","0","364"
"200201","07","2","145","2.793","724","4.98716","0","145","0","724"
"200202","07","2","102","2.237","590","5.02634","0","102","0","590"
"200203","07","2","111","3.389","561","5.05112","0","111","0","561"
"200204","07","2","93","2.538","462","5.29899","0","93","0","462"
"200205","07","2","86","2.33","411","5.63396","0","86","0","411"
"200206","07","2","64","2.166","329","4.44859","0","64","0","329"
"200207","07","2","121","1.863","592","5.00635","0","121","0","592"
"200208","07","2","121","1.815","661","5.1351","0","121","0","661"
"200209","07","2","101","2.228","417","4.36719","0","101","0","417"
"200210","07","2","101","1.365","430","4.28147","0","101","0","430"
"200211","07","2","79","1.082","395","4.97373","0","79","0","395"
"200212","07","2","119","1.975","597","5.66742","0","119","0","597"
"200301","07","2","134","2.183","632","4.39717","0","134","0","632"
"200302","07","2","75","1.518","328","5.27886","0","75","0","328"
"200303","07","2","66","1.515","441","5.67412","0","66","0","441"
"200304","07","2","101","1.612","803","4.86466","0","101","0","803"
"200305","07","2","185","2.517","1004","4.29514","0","185","0","1004"
"200306","07","2","78","1.197","340","5.97956","0","78","0","340"
"200307","07","2","135","1.953","619","4.79498","0","135","0","619"
"200308","07","2","118","1.443","601","4.85093","0","118","0","601"
"200309","07","2","109","1.355","531","4.63911","0","109","0","531"
"200310","07","2","109","1.318","616","4.77616","0","109","0","616"
"200311","07","2","85","1.794","606","4.71705","0","85","0","606"
"200312","07","2","114","2.01","526","4.72398","0","114","0","526"
"200401","07","2","64","1.357","325","5.44828","0","64","0","325"
"200402","07","2","117","2.911","605","5.55213","0","117","0","605"
"200403","07","2","54","1.355","332","4.85332","0","54","0","332"
"200404","07","2","94","1.57","464","5.39845","0","94","0","464"
"200405","07","2","83","1.478","429","4.69208","0","83","0","429"
"200406","07","2","83","1.617","509","5.54111","0","83","0","509"
"200407","07","2","33","0.941","188","4.88476","0","33","0","188"
"200408","07","2","31","1.101","133","4.89836","0","31","0","133"
"200409","07","2","85","2.235","399","5.21655","0","85","0","399"
"200410","07","2","61","1.614","308","4.81388","0","61","0","308"
"200411","07","2","36","1.174","142","5.60224","0","36","0","142"
"200412","07","2","214","4.544","1204","5.12514","0","214","0","1204"
"200501","07","2","540","7.19","2577","5.92713","0","540","0","2577"
"200502","07","2","94","2.74","491","5.85546","0","94","0","491"
"200503","07","2","120","3.015","575","4.94647","0","120","0","575"
"200504","07","2","91","2.011","430","5.61714","0","91","0","430"
"200505","07","2","47","1.447","214","5.65792","0","47","0","214"
"200506","07","2","69","2.233","283","4.72338","0","69","0","283"
"200507","07","2","41","1.486","188","5.73594","0","41","0","188"
"200508","07","2","64","1.457","346","4.74745","0","64","0","346"
"200509","07","2","65","2.213","345","5.16118","0","65","0","345"
"200510","07","2","87","2.107","317","5.01398","0","87","0","317"
"200511","07","2","93","3.262","503","5.38125","0","93","0","503"
"200512","07","2","77","2.698","407","5.47961","0","77","0","407"
"200601","07","2","92","3.086","104","4.49341","1","91","2","102"
"200602","07","2","82","2.446","138","4.87185","0","82","0","138"
"200603","07","2","93","1.972","218","5.62572","0","93","0","218"
"200604","07","2","94","2.519","216","5.53619","0","94","0","216"
"200605","07","2","331","4.849","1547","5.18686","0","331","0","1547"
"200606","07","2","262","4.249","1309","5.31846","0","262","0","1309"
"200607","07","2","130","3.388","519","5.34012","0","130","0","519"
"200608","07","2","217","4.805","929","5.81162","0","217","0","929"
"200609","07","2","119","2.357","388","5.79372","0","119","0","388"
"200610","07","2","72","2.104","134","4.82284","0","72","0","134"
"200611","07","2","149","2.858","443","5.61725","0","149","0","443"
"200612","07","2","151","3.918","764","5.05441","0","151","0","764"
"200701","07","2","284","4.301","1181","4.44981","1","283","10","1171"
"200702","07","2","203","3.472","923","4.87956","0","203","0","923"
"200703","07","2","221","2.852","916","5.22978","0","221","0","916"
"200704","07","2","225","2.516","1037","5.59021","0","225","0","1037"
"200705","07","2","215","2.565","926","5.73949","0","215","0","926"
"200706","07","2","204","2.17","910","5.53045","0","204","0","910"
"200707","07","2","204","2.679","1013","5.22508","0","204","0","1013"
"200708","07","2","241","4.416","942","5.86737","0","241","0","942"
"200709","07","2","370","4.952","1854","5.06737","1","369","10","1844"
"200710","07","2","198","2.494","956","5.53667","0","198","0","956"
"200711","07","2","226","3.083","1135","5.13539","0","226","0","1135"
"200712","07","2","188","2.512","897","5.88664","0","188","0","897"
"200801","07","2","287","2.999","2641","5.50382","0","287","0","2641"
"200802","07","2","233","2.906","1170","5.21168","0","233","0","1170"
"200803","07","2","138","2.563","608","5.64325","0","138","0","608"
"200804","07","2","175","2.484","771","5.59641","0","175","0","771"
"200805","07","2","209","3.612","983","5.52178","0","209","0","983"
"200806","07","2","192","2.658","1057","5.08725","0","192","0","1057"
"200807","07","2","198","2.753","1127","5.27733","0","198","0","1127"
"200808","07","2","159","2.988","785","5.69167","0","159","0","785"
"200809","07","2","157","2.719","853","5.63893","0","157","0","853"
"200810","07","2","225","2.812","1216","5.81071","0","225","0","1216"
"200811","07","2","305","3.223","1584","4.98356","0","305","0","1584"
"200812","07","2","314","3.579","1773","5.39773","0","314","0","1773"
"200901","07","2","753","4.91","6353","5.08125","0","753","0","6353"
"200902","07","2","501","3.424","2949","4.87478","0","501","0","2949"
"200903","07","2","452","3.736","2853","5.61323","0","452","0","2853"
"200904","07","2","348","2.745","1882","5.63844","0","348","0","1882"
"200905","07","2","354","2.834","2778","5.66422","0","354","0","2778"
"200906","07","2","294","2.876","1442","5.27781","0","294","0","1442"
"200907","07","2","237","1.907","1808","5.22533","0","237","0","1808"
"200908","07","2","481","2.853","3534","4.809","0","481","0","3534"
"200909","07","2","577","3.43","5720","4.71166","0","577","0","5720"
"200910","07","2","1618","7.434","16061","5.6508","0","1618","0","16061"
"200911","07","2","588","4.201","4402","5.5653","0","588","0","4402"
"200912","07","2","543","3.514","4198","5.82613","0","543","0","4198"
"201001","07","2","546","4.102","3797","6.13388","0","546","0","3797"
"201002","07","2","488","3.586","3021","5.25434","0","488","0","3021"
"201003","07","2","170","2.564","619","5.95688","0","170","0","619"
"201004","07","2","253","3.075","2081","5.30446","0","253","0","2081"
"201005","07","2","196","2.759","918","6.38519","0","196","0","918"
"201006","07","2","145","2.736","769","5.53813","0","145","0","769"
"201007","07","2","313","3.222","1646","5.94626","0","313","0","1646"
"201008","07","2","761","3.366","6368","5.34088","0","761","0","6368"
"201009","07","2","613","2.814","4772","5.30616","0","613","0","4772"
"201010","07","2","930","4.512","14983","5.14232","0","930","0","14983"
"201011","07","2","850","3.354","15923","5.39825","0","850","0","15923"
"201012","07","2","523","3.351","4355","6.56267","0","523","0","4355"
"201101","07","2","459","3.362","3843","6.04896","0","459","0","3843"
"201102","07","2","434","2.853","4435","5.5011","0","434","0","4435"
"201103","07","2","671","3.792","5732","5.71115","0","671","0","5732"
"201104","07","2","589","3.174","5114","5.71795","0","589","0","5114"
"201105","07","2","489","2.638","3448","6.05023","0","489","0","3448"
"201106","07","2","434","2.273","3305","5.94659","0","434","0","3305"
"201107","07","2","492","2.358","4719","6.20302","0","492","0","4719"
"201108","07","2","585","3.164","6040","5.63497","0","585","0","6040"
"201109","07","2","520","3.343","6337","5.08405","0","520","0","6337"
"201110","07","2","552","3.189","4073","5.66067","0","552","0","4073"
"201111","07","2","514","2.584","4342","6.19277","0","514","0","4342"
"201112","07","2","484","3.642","4160","5.99285","0","484","0","4160"
"201201","07","2","411","2.807","4281","6.14733","0","411","0","4281"
"201202","07","2","434","2.726","2383","5.80387","0","434","0","2383"
"201203","07","2","500","2.756","5377","5.71707","0","500","0","5377"
"201204","07","2","427","2.381","3674","5.53518","0","427","0","3674"
"201205","07","2","616","3","5786","5.20346","0","616","0","5786"
"201206","07","2","715","4.197","7711","4.95658","0","715","0","7711"
"201207","07","2","655","3.79","7872","5.79654","0","655","0","7872"
"201208","07","2","562","3.549","6792","5.77622","0","562","0","6792"
"201209","07","2","541","2.756","4790","6.21115","0","541","0","4790"
"201210","07","2","522","2.741","4299","6.15677","0","522","0","4299"
"201211","07","2","545","2.959","3977","2.67926","0","545","0","3977"
"201212","07","2","472","3.499","3045","2.3522","0","472","0","3045"
"201301","07","2","535","3.322","4106","2.25484","0","535","0","4106"
"201302","07","2","407","2.912","3080","2.4689","0","407","0","3080"
"201303","07","2","378","2.519","2490","2.38841","0","378","0","2490"
"201304","07","2","218","3.729","1554","2.03727","0","218","0","1554"
"201305","07","2","151","2.324","1356","2.58937","0","151","0","1356"
"201306","07","2","346","2.346","3593","2.33886","0","346","0","3593"
"201307","07","2","725","3.35","6853","2.40156","0","725","0","6853"
"201308","07","2","595","2.917","4739","2.60992","0","595","0","4739"
"201309","07","2","691","2.604","5968","2.44503","0","691","0","5968"
"201310","07","2","656","2.356","5988","2.64277","0","656","0","5988"
"201311","07","2","890","3.4","8234","2.57578","0","890","0","8234"
"201312","07","2","519","3.254","3631","2.52327","0","519","0","3631"
"201401","07","2","505","3.377","3953","2.3","0","505","0","3953"
"201402","07","2","716","2.772","7312","2.42596","5","711","681","6631"
"201403","07","2","593","3.226","8503","2.00868","8","585","36","8467"
"201404","07","2","478","2.701","3854","2.55261","13","465","65","3789"
"201405","07","2","445","2.848","3297","2.4277","14","431","81","3216"
"201406","07","2","539","3.633","3540","2.5593","10","529","62","3478"
"201407","07","2","516","2.72","3515","2.7874","4","512","10","3505"
"201408","07","2","551","2.632","5203","2.65614","7","544","69","5134"
"201409","07","2","487","2.776","3163","2.45034","0","487","0","3163"
"201410","07","2","483","2.058","4416","2.62853","5","478","37","4379"
"201411","07","2","670","3.181","5672","2.52066","7","663","105","5567"
"201412","07","2","1618","4.731","30992","1.95493","13","1605","141","30851"
"201501","07","2","1430","3.787","33962","2.0461","6","1424","27","33935"
"201502","07","2","684","2.089","6449","0.294325","242","442","2805","3644"
"201503","07","2","819","2.134","14885","-1.61322","507","312","12469","2416"
"201504","07","2","1129","2.063","21235","-1.45031","691","438","17966","3269"
"201505","07","2","2556","6.294","68811","-3.87718","2176","380","65335","3476"
"201506","07","2","1038","3.843","16375","-2.13416","742","296","14166","2209"
"201507","07","2","912","3.364","14280","-1.3227","560","352","11746","2534"
"201508","07","2","1003","3.71","22777","-1.70165","697","306","20578","2199"
"201509","07","2","1011","3.404","10662","-1.70955","675","336","8090","2572"
"201510","07","2","1203","3.391","15376","-1.82927","762","441","10795","4581"
"201511","07","2","930","2.814","9574","-1.15088","537","393","6718","2856"
"201512","07","2","919","3.579","9923","-1.17823","516","403","7369","2554"
"201601","07","2","875","2.432","11829","-2.29806","582","293","9966","1863"
"201602","07","2","739","2.713","6229","-1.18881","437","302","4164","2065"
"201603","07","2","919","2.988","12297","-1.1597","538","381","7767","4530"
"201604","07","2","900","3.104","9350","-1.56855","569","331","6779","2571"
"201605","07","2","822","2.688","13304","-1.27073","495","327","10732","2572"
"201606","07","2","879","2.816","8933","-1.23191","523","356","6181","2752"
"201607","07","2","780","2.61","7418","-1.54499","500","280","5308","2110"
"201608","07","2","969","2.804","10481","-1.59992","605","364","7336","3145"
"201609","07","2","967","2.876","11716","-1.47405","613","354","9166","2550"
"201610","07","2","776","2.791","10213","-0.40626","396","380","7068","3145"
"201611","07","2","929","2.737","13891","-1.41484","543","386","11619","2272"
"201612","07","2","1032","3.082","32984","-2.28038","717","315","31005","1979"
"201701","07","2","954","3.206","12914","-0.955255","570","384","10000","2914"
"201702","07","2","1006","3.234","12732","-0.814566","540","466","9907","2825"
"201703","07","2","887","2.45","7718","-0.597297","423","464","4450","3268"
"201704","07","2","707","2.472","8121","-0.735118","349","358","5624","2497"
"201705","07","2","701","2.121","7682","-1.11715","394","307","5349","2333"
"201706","07","2","639","2.668","5281","-1.26382","363","276","3285","1996"
"201707","07","2","606","2.781","6182","-0.95011","309","297","3037","3145"
"201708","07","2","515","2.678","7993","-1.17611","288","227","6336","1657"
"201709","07","2","753","3.26","10905","-1.30451","450","303","8436","2469"
"201710","07","2","634","2.778","7115","-1.21631","365","269","4713","2402"
"201711","07","2","727","3.009","11845","-0.851708","381","346","8884","2961"
"201712","07","2","548","2.982","4548","-0.825106","298","250","2832","1716"
"201801","07","2","654","3.201","7988","-0.385442","321","333","5004","2984"
"201802","07","2","550","2.883","6159","-1.07908","294","256","4356","1803"
"201803","07","2","562","2.803","6678","-1.08957","299","263","4519","2159"
"201804","07","2","606","3.213","6192","-0.97608","350","256","4331","1861"
"201805","07","2","600","2.11","7998","-1.45936","338","262","5857","2141"
"201806","07","2","652","3.431","13479","-1.24892","411","241","11655","1824"
"201807","07","2","693","3.671","12776","-1.20419","418","275","10871","1905"
"201808","07","2","953","4.17","21359","-2.72616","716","237","19704","1655"
"201809","07","2","775","3.97","22555","-1.21904","485","290","19189","3366"
"201810","07","2","1997","5.733","51027","-2.26802","1484","513","47372","3655"
"201811","07","2","278","4.735","5284","-1.76623","210","68","4918","366"
"199901","08","2","235","4.88","1421","4.87252","0","235","0","1421"
"199902","08","2","197","3.583","1072","5.14752","0","197","0","1072"
"199903","08","2","252","3.766","1347","5.13781","0","252","0","1347"
"199904","08","2","128","1.909","623","4.28417","0","128","0","623"
"199905","08","2","257","4.085","1353","5.65918","0","257","0","1353"
"199906","08","2","262","4.261","1694","5.90706","0","262","0","1694"
"199907","08","2","201","3.172","1128","5.18905","0","201","0","1128"
"199908","08","2","287","3.801","1632","4.93934","0","287","0","1632"
"199909","08","2","1111","5.671","6571","5.37086","0","1111","0","6571"
"199910","08","2","420","4.714","2346","5.0943","0","420","0","2346"
"199911","08","2","292","3.689","1624","5.10367","0","292","0","1624"
"199912","08","2","242","3.749","1313","4.91344","0","242","0","1313"
"200001","08","2","232","2.824","1198","3.92808","0","232","0","1198"
"200002","08","2","247","3.76","1336","4.86102","0","247","0","1336"
"200003","08","2","111","2.413","671","4.66781","0","111","0","671"
"200004","08","2","163","3.453","1007","4.12907","0","163","0","1007"
"200005","08","2","143","2.826","869","4.45965","0","143","0","869"
"200006","08","2","162","2.599","1076","4.24735","0","162","0","1076"
"200007","08","2","212","3.757","1074","3.8942","0","212","0","1074"
"200008","08","2","250","3.901","1821","4.40868","0","250","0","1821"
"200009","08","2","310","3.684","1823","4.11306","0","310","0","1823"
"200010","08","2","261","4.215","1379","4.44083","0","261","0","1379"
"200011","08","2","210","3.647","1098","4.66546","0","210","0","1098"
"200012","08","2","224","3.605","926","4.6328","0","224","0","926"
"200101","08","2","246","4.038","1137","4.77037","0","246","0","1137"
"200102","08","2","269","3.703","1718","4.64371","0","269","0","1718"
"200103","08","2","236","3.642","1297","4.25558","0","236","0","1297"
"200104","08","2","109","2.529","595","4.08793","0","109","0","595"
"200105","08","2","205","3.207","1231","4.4022","0","205","0","1231"
"200106","08","2","158","2.769","825","4.70888","0","158","0","825"
"200107","08","2","231","3.467","1303","5.01835","0","231","0","1303"
"200108","08","2","200","3.127","1123","4.98314","0","200","0","1123"
"200109","08","2","91","1.751","434","4.58455","0","91","0","434"
"200110","08","2","142","2.801","645","4.56472","0","142","0","645"
"200111","08","2","100","2.032","428","4.61206","0","100","0","428"
"200112","08","2","99","2.778","549","4.94235","0","99","0","549"
"200201","08","2","116","2.234","535","4.75146","0","116","0","535"
"200202","08","2","124","2.72","597","5.33122","0","124","0","597"
"200203","08","2","104","3.175","434","4.69623","0","104","0","434"
"200204","08","2","131","3.576","629","4.89537","0","131","0","629"
"200205","08","2","141","3.821","727","5.55739","0","141","0","727"
"200206","08","2","74","2.505","316","4.76685","0","74","0","316"
