"MonthYear","EventRootCode","QuadClass","CountEvent","Intensity","SumNumArticles","RerataAvgTone","CountEventNegativeTone","CountEventPositiveTone","SumNumNegativeArticle","SumNumPositiveArticle"
"200805","10","3","127","2.195","645","5.26293","0","127","0","645"
"200806","10","3","142","1.966","839","5.21117","0","142","0","839"
"200807","10","3","116","1.612","564","6.24694","0","116","0","564"
"200808","10","3","92","1.729","500","5.06785","0","92","0","500"
"200809","10","3","113","1.957","477","5.05935","0","113","0","477"
"200810","10","3","118","1.475","613","5.43093","0","118","0","613"
"200811","10","3","86","0.908","494","5.26887","0","86","0","494"
"200812","10","3","153","1.744","740","5.15598","0","153","0","740"
"200901","10","3","282","1.838","1974","5.03166","0","282","0","1974"
"200902","10","3","220","1.503","1128","5.32885","0","220","0","1128"
"200903","10","3","195","1.611","929","5.44227","0","195","0","929"
"200904","10","3","166","1.309","957","4.72704","0","166","0","957"
"200905","10","3","167","1.337","884","5.19901","0","167","0","884"
"200906","10","3","154","1.506","771","4.96213","0","154","0","771"
"200907","10","3","117","0.941","639","5.17976","0","117","0","639"
"200908","10","3","181","1.073","1305","5.20887","0","181","0","1305"
"200909","10","3","201","1.195","1375","5.51473","0","201","0","1375"
"200910","10","3","274","1.259","2892","5.14542","0","274","0","2892"
"200911","10","3","333","2.379","2187","5.26491","0","333","0","2187"
"200912","10","3","293","1.896","1902","5.27671","0","293","0","1902"
"201001","10","3","234","1.758","1338","4.77053","0","234","0","1338"
"201002","10","3","186","1.366","1158","5.0958","0","186","0","1158"
"201003","10","3","104","1.568","539","5.56757","0","104","0","539"
"201004","10","3","160","1.945","1209","4.78779","0","160","0","1209"
"201005","10","3","120","1.689","801","5.42449","0","120","0","801"
"201006","10","3","66","1.245","246","4.93207","0","66","0","246"
"201007","10","3","182","1.873","1663","5.03191","0","182","0","1663"
"201008","10","3","413","1.827","2142","4.78295","0","413","0","2142"
"201009","10","3","435","1.997","2376","5.38058","0","435","0","2376"
"201010","10","3","331","1.606","2081","5.159","0","331","0","2081"
"201011","10","3","319","1.259","1971","5.27795","0","319","0","1971"
"201012","10","3","319","2.043","2016","4.76405","0","319","0","2016"
"201101","10","3","245","1.794","2259","5.09807","0","245","0","2259"
"201102","10","3","316","2.077","3332","4.8906","0","316","0","3332"
"201103","10","3","407","2.3","2244","5.03795","0","407","0","2244"
"201104","10","3","264","1.422","1806","5.94685","0","264","0","1806"
"201105","10","3","308","1.662","2315","4.90865","0","308","0","2315"
"201106","10","3","354","1.854","2122","4.69849","0","354","0","2122"
"201107","10","3","363","1.739","2426","5.86268","0","363","0","2426"
"201108","10","3","265","1.433","1554","5.27192","0","265","0","1554"
"201109","10","3","228","1.466","1297","5.08016","0","228","0","1297"
"201110","10","3","306","1.768","2097","4.85453","0","306","0","2097"
"201111","10","3","367","1.845","2445","5.34889","0","367","0","2445"
"201112","10","3","257","1.934","1546","4.945","0","257","0","1546"
"201201","10","3","298","2.035","1747","4.76635","0","298","0","1747"
"201202","10","3","241","1.513","1493","5.13261","0","241","0","1493"
"201203","10","3","261","1.438","1842","5.26195","0","261","0","1842"
"201204","10","3","305","1.701","1957","5.10179","0","305","0","1957"
"201205","10","3","442","2.153","3531","5.44156","0","442","0","3531"
"201206","10","3","263","1.543","1774","5.07825","0","263","0","1774"
"201207","10","3","323","1.869","2412","5.11304","0","323","0","2412"
"201208","10","3","260","1.642","2435","5.24269","0","260","0","2435"
"201209","10","3","255","1.299","2283","5.86777","0","255","0","2283"
"201210","10","3","296","1.554","2022","5.43769","0","296","0","2022"
"201211","10","3","300","1.628","2055","2.48353","0","300","0","2055"
"201212","10","3","278","2.061","1876","2.40689","0","278","0","1876"
"201301","10","3","278","1.726","2450","2.10054","0","278","0","2450"
"201302","10","3","248","1.774","1463","2.24901","0","248","0","1463"
"201303","10","3","257","1.712","1605","2.13666","0","257","0","1605"
"201304","10","3","86","1.471","627","2.43269","0","86","0","627"
"201305","10","3","114","1.754","792","1.84285","0","114","0","792"
"201306","10","3","205","1.39","1556","2.00303","0","205","0","1556"
"201307","10","3","245","1.132","2181","2.4654","0","245","0","2181"
"201308","10","3","329","1.613","3428","2.48197","0","329","0","3428"
"201309","10","3","364","1.372","2542","2.39061","0","364","0","2542"
"201310","10","3","373","1.34","3693","2.32022","0","373","0","3693"
"201311","10","3","592","2.262","4809","2.50216","0","592","0","4809"
"201312","10","3","240","1.504","2310","2.22728","0","240","0","2310"
"201401","10","3","199","1.33","1938","2.14756","0","199","0","1938"
"201402","10","3","286","1.107","1974","2.22294","0","286","0","1974"
"201403","10","3","223","1.213","2582","2.30898","2","221","10","2572"
"201404","10","3","210","1.186","1688","2.43271","1","209","10","1678"
"201405","10","3","204","1.305","1375","2.11679","3","201","16","1359"
"201406","10","3","232","1.563","1586","2.1534","0","232","0","1586"
"201407","10","3","310","1.634","2956","2.51168","3","307","20","2936"
"201408","10","3","251","1.199","1987","2.25118","2","249","20","1967"
"201409","10","3","242","1.379","1829","2.268","6","236","33","1796"
"201410","10","3","345","1.47","2629","2.8705","1","344","3","2626"
"201411","10","3","290","1.377","2106","2.3553","2","288","14","2092"
"201412","10","3","316","0.924","2640","2.15844","1","315","10","2630"
"201501","10","3","442","1.17","4692","2.07255","7","435","34","4658"
"201502","10","3","651","1.988","9302","-0.312706","280","371","6611","2691"
"201503","10","3","456","1.188","6270","-3.25556","382","74","5708","562"
"201504","10","3","734","1.341","11436","-3.37642","636","98","10870","566"
"201505","10","3","634","1.561","12724","-3.64876","566","68","12255","469"
"201506","10","3","450","1.666","12268","-2.77781","349","101","11432","836"
"201507","10","3","357","1.316","4013","-1.77479","248","109","3326","687"
"201508","10","3","420","1.553","4034","-2.16715","320","100","2951","1083"
"201509","10","3","406","1.367","3171","-2.40773","313","93","2261","910"
"201510","10","3","467","1.316","5838","-2.74227","365","102","5073","765"
"201511","10","3","461","1.395","5953","-2.15276","355","106","5188","765"
"201512","10","3","370","1.441","3108","-2.12785","264","106","2180","928"
"201601","10","3","451","1.254","10959","-2.79237","341","110","10134","825"
"201602","10","3","441","1.619","3557","-2.34355","330","111","2845","712"
"201603","10","3","432","1.404","4320","-2.54746","334","98","3440","880"
"201604","10","3","424","1.462","2641","-2.1618","289","135","1889","752"
"201605","10","3","597","1.952","9032","-3.16093","473","124","8164","868"
"201606","10","3","439","1.406","4280","-2.35148","321","118","3573","707"
"201607","10","3","452","1.512","4596","-3.40076","378","74","4216","380"
"201608","10","3","472","1.365","4755","-2.02264","329","143","2715","2040"
"201609","10","3","460","1.368","3382","-2.3847","335","125","2472","910"
"201610","10","3","379","1.363","4628","-1.96845","256","123","3846","782"
"201611","10","3","619","1.824","4754","-3.50697","480","139","3995","759"
"201612","10","3","511","1.526","7102","-2.67556","384","127","6385","717"
"201701","10","3","542","1.821","6375","-2.04815","401","141","5553","822"
"201702","10","3","481","1.546","4100","-2.34778","354","127","3366","734"
"201703","10","3","456","1.259","4850","-2.26997","355","101","4168","682"
"201704","10","3","422","1.475","7357","-2.47845","319","103","4513","2844"
"201705","10","3","497","1.503","5607","-3.33726","376","121","4701","906"
"201706","10","3","325","1.356","2210","-2.03467","217","108","1508","702"
"201707","10","3","348","1.597","4329","-2.98076","283","65","3862","467"
"201708","10","3","284","1.476","2867","-2.10699","188","96","2300","567"
"201709","10","3","391","1.692","4743","-2.8197","302","89","4133","610"
"201710","10","3","363","1.591","4246","-1.91859","264","99","3387","859"
"201711","10","3","370","1.531","2529","-2.91559","299","71","2003","526"
"201712","10","3","232","1.262","1797","-2.09816","173","59","1428","369"
"201801","10","3","242","1.184","1933","-1.53616","159","83","1317","616"
"201802","10","3","294","1.541","2753","-2.90639","219","75","2283","470"
"201803","10","3","338","1.685","3917","-2.57734","223","115","3341","576"
"201804","10","3","310","1.643","2843","-2.29603","233","77","2330","513"
"201805","10","3","357","1.255","4534","-3.92718","282","75","4095","439"
"201806","10","3","227","1.194","1683","-2.86329","180","47","1337","346"
"201807","10","3","212","1.123","1757","-2.42594","154","58","1393","364"
"201808","10","3","225","0.984","2068","-2.02064","166","59","1665","403"
"201809","10","3","215","1.101","1271","-1.78408","138","77","842","429"
"201810","10","3","373","1.07","7946","-2.51074","294","79","7418","528"
"201811","10","3","80","1.362","909","-3.83088","70","10","854","55"
"199901","11","3","296","6.147","1919","4.35052","0","296","0","1919"
"199902","11","3","283","5.148","1517","5.11513","0","283","0","1517"
"199903","11","3","307","4.588","1815","4.23563","0","307","0","1815"
"199904","11","3","421","6.281","2588","4.76256","0","421","0","2588"
"199905","11","3","366","5.818","2414","5.40425","0","366","0","2414"
"199906","11","3","431","7.01","2654","5.06258","0","431","0","2654"
"199907","11","3","441","6.961","2445","4.82172","0","441","0","2445"
"199908","11","3","531","7.033","3146","4.82719","0","531","0","3146"
"199909","11","3","1182","6.033","7126","4.97884","0","1182","0","7126"
"199910","11","3","538","6.039","3281","4.96298","0","538","0","3281"
"199911","11","3","368","4.649","1952","4.64549","0","368","0","1952"
"199912","11","3","347","5.376","2086","4.48596","0","347","0","2086"
"200001","11","3","484","5.892","2857","4.05115","0","484","0","2857"
"200002","11","3","373","5.679","1925","4.92354","0","373","0","1925"
"200003","11","3","251","5.456","1401","4.35491","0","251","0","1401"
"200004","11","3","301","6.377","2062","4.03909","0","301","0","2062"
"200005","11","3","267","5.276","1863","3.69569","0","267","0","1863"
"200006","11","3","438","7.027","2828","3.91945","0","438","0","2828"
"200007","11","3","338","5.99","1967","3.84511","0","338","0","1967"
"200008","11","3","508","7.927","2973","4.46264","0","508","0","2973"
"200009","11","3","521","6.192","3045","4.07953","0","521","0","3045"
"200010","11","3","400","6.459","2088","4.24809","0","400","0","2088"
"200011","11","3","331","5.748","1602","4.61623","0","331","0","1602"
"200012","11","3","469","7.548","2244","4.2044","0","469","0","2244"
"200101","11","3","279","4.58","1615","4.24893","0","279","0","1615"
"200102","11","3","447","6.153","2830","3.96121","0","447","0","2830"
"200103","11","3","387","5.973","2348","4.14342","0","387","0","2348"
"200104","11","3","367","8.517","2525","4.22247","0","367","0","2525"
"200105","11","3","431","6.742","2858","4.46597","0","431","0","2858"
"200106","11","3","362","6.344","2141","4.22412","0","362","0","2141"
"200107","11","3","508","7.626","3667","4.96194","0","508","0","3667"
"200108","11","3","430","6.724","2475","4.44391","0","430","0","2475"
"200109","11","3","366","7.045","1566","4.48628","0","366","0","1566"
"200110","11","3","385","7.595","1926","4.37676","0","385","0","1926"
"200111","11","3","277","5.631","1181","4.62509","0","277","0","1181"
"200112","11","3","185","5.192","1042","4.41102","0","185","0","1042"
"200201","11","3","369","7.108","1856","4.3421","0","369","0","1856"
"200202","11","3","317","6.954","1548","4.26998","0","317","0","1548"
"200203","11","3","259","7.908","1148","4.27399","0","259","0","1148"
"200204","11","3","225","6.142","1119","4.52117","0","225","0","1119"
"200205","11","3","230","6.233","1048","4.43184","0","230","0","1048"
"200206","11","3","183","6.194","857","4.2353","0","183","0","857"
"200207","11","3","420","6.469","1993","4.56184","0","420","0","1993"
"200208","11","3","514","7.714","2445","4.42493","0","514","0","2445"
"200209","11","3","426","9.397","1902","3.98691","0","426","0","1902"
"200210","11","3","767","10.373","3543","4.21392","0","767","0","3543"
"200211","11","3","541","7.414","2594","3.96081","0","541","0","2594"
"200212","11","3","422","7.004","1963","4.17828","0","422","0","1963"
"200301","11","3","445","7.252","2112","4.05923","0","445","0","2112"
"200302","11","3","360","7.288","1962","4.21202","0","360","0","1962"
"200303","11","3","400","9.186","2544","4.26832","0","400","0","2544"
"200304","11","3","557","8.893","3602","4.4069","0","557","0","3602"
"200305","11","3","485","6.6","2944","4.21811","0","485","0","2944"
"200306","11","3","503","7.725","2342","3.72007","0","503","0","2342"
"200307","11","3","500","7.234","2471","3.71797","0","500","0","2471"
"200308","11","3","841","10.284","4723","3.77882","0","841","0","4723"
"200309","11","3","656","8.157","3085","4.00601","0","656","0","3085"
"200310","11","3","493","5.961","2612","4.01616","0","493","0","2612"
"200311","11","3","337","7.112","1924","3.93444","0","337","0","1924"
"200312","11","3","366","6.456","1842","4.45872","0","366","0","1842"
"200401","11","3","332","7.039","1834","3.65482","0","332","0","1834"
"200402","11","3","269","6.693","1457","4.38936","0","269","0","1457"
"200403","11","3","366","9.189","1905","4.68172","0","366","0","1905"
"200404","11","3","509","8.506","2453","4.46959","0","509","0","2453"
"200405","11","3","411","7.319","1845","4.76958","0","411","0","1845"
"200406","11","3","422","8.224","2140","4.71799","0","422","0","2140"
"200407","11","3","213","6.078","1025","4.11243","0","213","0","1025"
"200408","11","3","269","9.559","1270","4.26527","0","269","0","1270"
"200409","11","3","392","10.307","1929","4.23777","0","392","0","1929"
"200410","11","3","326","8.628","1480","4.2116","0","326","0","1480"
"200411","11","3","202","6.592","972","4.15165","0","202","0","972"
"200412","11","3","321","6.816","1593","4.42459","0","321","0","1593"
"200501","11","3","375","4.993","1950","5.30405","0","375","0","1950"
"200502","11","3","186","5.422","800","4.8165","0","186","0","800"
"200503","11","3","296","7.437","1301","4.49924","0","296","0","1301"
"200504","11","3","203","4.486","1008","4.76393","3","200","28","980"
"200505","11","3","226","6.96","1118","4.37491","3","223","24","1094"
"200506","11","3","229","7.411","1046","4.42453","1","228","10","1036"
"200507","11","3","276","10.003","1349","4.58774","1","275","13","1336"
"200508","11","3","302","6.879","1454","4.65023","0","302","0","1454"
"200509","11","3","163","5.551","824","4.02664","0","163","0","824"
"200510","11","3","331","8.018","1759","4.12972","0","331","0","1759"
"200511","11","3","191","6.699","1070","4.19128","0","191","0","1070"
"200512","11","3","180","6.309","945","4.60063","0","180","0","945"
"200601","11","3","236","7.916","307","4.07182","2","234","40","267"
"200602","11","3","268","7.995","466","4.29568","0","268","0","466"
"200603","11","3","328","6.955","807","4.82307","1","327","10","797"
"200604","11","3","292","7.826","825","4.60019","0","292","0","825"
"200605","11","3","362","5.304","1016","4.32662","0","362","0","1016"
"200606","11","3","383","6.211","1342","5.11527","0","383","0","1342"
"200607","11","3","218","5.683","591","4.87854","0","218","0","591"
"200608","11","3","331","7.329","1283","4.59887","0","331","0","1283"
"200609","11","3","410","8.122","1944","4.37637","0","410","0","1944"
"200610","11","3","224","6.545","436","4.5746","0","224","0","436"
"200611","11","3","334","6.407","1294","4.77391","0","334","0","1294"
"200612","11","3","265","6.875","918","4.83523","0","265","0","918"
"200701","11","3","326","4.937","981","4.35662","0","326","0","981"
"200702","11","3","372","6.363","2141","4.14735","3","369","139","2002"
"200703","11","3","356","4.595","1505","4.73355","1","355","10","1495"
"200704","11","3","583","6.521","2574","4.66737","0","583","0","2574"
"200705","11","3","554","6.61","2302","4.47449","0","554","0","2302"
"200706","11","3","683","7.267","2786","4.23356","0","683","0","2786"
"200707","11","3","471","6.186","2137","4.90204","0","471","0","2137"
"200708","11","3","338","6.193","1655","4.40042","0","338","0","1655"
"200709","11","3","348","4.658","1697","4.99073","0","348","0","1697"
"200710","11","3","432","5.443","1781","4.67638","0","432","0","1781"
"200711","11","3","420","5.729","1701","4.48909","0","420","0","1701"
"200712","11","3","354","4.73","1410","4.71186","0","354","0","1410"
"200801","11","3","483","5.048","3907","5.12489","0","483","0","3907"
"200802","11","3","462","5.762","2201","4.68871","0","462","0","2201"
"200803","11","3","333","6.186","1870","4.51268","3","330","304","1566"
"200804","11","3","541","7.681","2744","4.70297","0","541","0","2744"
"200805","11","3","331","5.721","1549","4.64987","1","330","10","1539"
"200806","11","3","478","6.618","2434","4.71938","0","478","0","2434"
"200807","11","3","471","6.548","2650","4.57789","0","471","0","2650"
"200808","11","3","343","6.447","1565","4.71557","0","343","0","1565"
"200809","11","3","347","6.01","1591","4.79318","0","347","0","1591"
"200810","11","3","383","4.787","2097","4.95195","0","383","0","2097"
"200811","11","3","649","6.859","3903","4.29725","0","649","0","3903"
"200812","11","3","459","5.233","2240","4.5905","0","459","0","2240"
"200901","11","3","851","5.549","4484","4.8568","0","851","0","4484"
"200902","11","3","727","4.969","3760","4.73251","0","727","0","3760"
"200903","11","3","618","5.108","3427","4.66797","0","618","0","3427"
"200904","11","3","718","5.664","3832","4.48871","0","718","0","3832"
"200905","11","3","632","5.061","3979","4.65677","0","632","0","3979"
"200906","11","3","598","5.851","2874","4.74721","0","598","0","2874"
"200907","11","3","1052","8.467","8461","4.36709","0","1052","0","8461"
"200908","11","3","1015","6.02","7889","4.13939","0","1015","0","7889"
"200909","11","3","956","5.684","7444","4.6459","0","956","0","7444"
"200910","11","3","783","3.597","5849","4.62095","0","783","0","5849"
"200911","11","3","752","5.373","5038","4.43132","0","752","0","5038"
"200912","11","3","839","5.43","5215","4.6884","0","839","0","5215"
"201001","11","3","799","6.003","6526","4.61691","0","799","0","6526"
"201002","11","3","836","6.143","4822","4.66251","0","836","0","4822"
"201003","11","3","310","4.676","1241","4.65575","0","310","0","1241"
"201004","11","3","414","5.032","2894","4.37793","0","414","0","2894"
"201005","11","3","341","4.801","2019","4.69286","0","341","0","2019"
"201006","11","3","291","5.492","1241","4.71653","0","291","0","1241"
"201007","11","3","568","5.847","3874","4.52457","0","568","0","3874"
"201008","11","3","1568","6.936","11586","4.36591","0","1568","0","11586"
"201009","11","3","1460","6.703","11189","4.35321","0","1460","0","11189"
"201010","11","3","981","4.76","7721","4.54948","0","981","0","7721"
"201011","11","3","1060","4.183","7450","4.99718","0","1060","0","7450"
"201012","11","3","868","5.561","6490","4.63507","0","868","0","6490"
"201101","11","3","795","5.824","5332","4.38989","0","795","0","5332"
"201102","11","3","1126","7.404","11529","4.57647","0","1126","0","11529"
"201103","11","3","1123","6.347","8127","4.82664","0","1123","0","8127"
"201104","11","3","832","4.483","4595","4.88157","0","832","0","4595"
"201105","11","3","973","5.25","6504","4.885","0","973","0","6504"
"201106","11","3","1147","6.007","9290","4.62835","0","1147","0","9290"
"201107","11","3","1171","5.612","9714","5.2737","0","1171","0","9714"
"201108","11","3","1208","6.534","9153","4.88728","0","1208","0","9153"
"201109","11","3","847","5.446","7400","4.47623","0","847","0","7400"
"201110","11","3","897","5.183","5167","4.80896","0","897","0","5167"
"201111","11","3","1043","5.243","7305","4.84335","0","1043","0","7305"
"201112","11","3","654","4.921","4248","4.59981","0","654","0","4248"
"201201","11","3","816","5.573","5750","4.56088","0","816","0","5750"
"201202","11","3","1029","6.463","7491","4.50393","0","1029","0","7491"
"201203","11","3","1063","5.859","7931","5.04","0","1063","0","7931"
"201204","11","3","896","4.997","6660","4.78481","0","896","0","6660"
"201205","11","3","1077","5.246","9174","4.83997","0","1077","0","9174"
"201206","11","3","931","5.465","5483","4.80628","0","931","0","5483"
"201207","11","3","886","5.127","6681","5.0262","0","886","0","6681"
"201208","11","3","771","4.869","5691","4.83574","0","771","0","5691"
"201209","11","3","1169","5.956","10992","4.83544","0","1169","0","10992"
"201210","11","3","1043","5.478","10107","5.05715","0","1043","0","10107"
"201211","11","3","861","4.675","5460","2.39675","0","861","0","5460"
"201212","11","3","744","5.516","4862","2.24695","0","744","0","4862"
"201301","11","3","923","5.731","6099","2.29263","0","923","0","6099"
"201302","11","3","816","5.839","7955","2.33617","0","816","0","7955"
"201303","11","3","810","5.398","4962","2.21367","0","810","0","4962"
"201304","11","3","297","5.08","2382","2.07084","0","297","0","2382"
"201305","11","3","353","5.434","2585","2.07828","0","353","0","2585"
"201306","11","3","805","5.459","6861","1.90232","0","805","0","6861"
"201307","11","3","1172","5.416","10067","2.1879","0","1172","0","10067"
"201308","11","3","1185","5.81","11100","2.13433","0","1185","0","11100"
"201309","11","3","1553","5.854","14473","2.52854","0","1553","0","14473"
"201310","11","3","1064","3.822","7659","2.39635","0","1064","0","7659"
"201311","11","3","1459","5.575","10754","2.52568","0","1459","0","10754"
"201312","11","3","758","4.752","5935","2.27577","0","758","0","5935"
"201401","11","3","780","5.216","7161","1.9782","0","780","0","7161"
"201402","11","3","1364","5.28","10828","2.10166","23","1341","383","10445"
"201403","11","3","915","4.978","8142","1.87063","27","888","113","8029"
"201404","11","3","813","4.593","7800","2.45463","9","804","45","7755"
"201405","11","3","880","5.632","8108","2.32655","19","861","122","7986"
"201406","11","3","773","5.21","5614","2.42465","11","762","46","5568"
"201407","11","3","1136","5.989","11391","2.55642","5","1131","39","11352"
"201408","11","3","1184","5.657","8910","2.30707","14","1170","71","8839"
"201409","11","3","1063","6.06","7539","2.42728","1","1062","1","7538"
"201410","11","3","1389","5.92","11215","2.36138","8","1381","44","11171"
"201411","11","3","951","4.516","6369","2.29623","17","934","110","6259"
"201412","11","3","1369","4.003","15404","1.97479","7","1362","126","15278"
"201501","11","3","1966","5.206","19888","1.80305","42","1924","448","19440"
"201502","11","3","2050","6.261","25223","-0.462477","833","1217","15043","10180"
"201503","11","3","1959","5.105","33996","-3.74407","1682","277","32331","1665"
"201504","11","3","3100","5.666","56106","-4.34327","2824","276","53237","2869"
"201505","11","3","2100","5.171","42066","-4.02304","1852","248","40098","1968"
"201506","11","3","1490","5.517","23569","-3.45321","1230","260","21434","2135"
"201507","11","3","1263","4.659","12843","-3.07691","1053","210","11142","1701"
"201508","11","3","1315","4.865","17526","-2.85279","1024","291","15712","1814"
"201509","11","3","1547","5.209","18953","-3.70798","1277","270","16418","2535"
"201510","11","3","1485","4.186","17602","-3.42958","1195","290","15110","2492"
"201511","11","3","1515","4.585","19488","-3.71855","1274","241","18044","1444"
"201512","11","3","1466","5.709","28509","-3.33942","1211","255","26805","1704"
"201601","11","3","2764","7.685","84295","-5.45713","2508","256","82538","1757"
"201602","11","3","1547","5.68","28593","-3.17334","1242","305","26618","1975"
"201603","11","3","1853","6.026","21354","-3.42095","1533","320","19624","1730"
"201604","11","3","1368","4.719","15236","-3.10145","1094","274","13424","1812"
"201605","11","3","1283","4.196","15831","-3.48375","1021","262","12995","2836"
"201606","11","3","1784","5.716","19398","-3.4932","1489","295","17641","1757"
"201607","11","3","1541","5.156","23410","-3.82877","1303","238","21904","1506"
"201608","11","3","1918","5.55","22426","-3.94378","1593","325","19989","2437"
"201609","11","3","1701","5.059","20348","-3.71408","1398","303","17925","2423"
"201610","11","3","1482","5.33","18728","-3.7504","1230","252","17074","1654"
"201611","11","3","1843","5.43","22043","-4.52104","1599","244","18723","3320"
"201612","11","3","1868","5.579","28034","-4.60501","1605","263","26261","1773"
"201701","11","3","1725","5.798","21609","-3.66936","1502","223","20007","1602"
"201702","11","3","1594","5.125","14834","-3.25421","1329","265","12694","2140"
"201703","11","3","1707","4.715","16642","-3.42292","1407","300","14670","1972"
"201704","11","3","1444","5.049","17386","-3.37035","1185","259","15638","1748"
"201705","11","3","1749","5.292","23499","-4.41133","1507","242","21977","1522"
"201706","11","3","1157","4.83","12630","-4.30584","984","173","11507","1123"
"201707","11","3","1295","5.943","17697","-3.52183","1060","235","15737","1960"
"201708","11","3","826","4.295","7915","-3.15232","604","222","6448","1467"
"201709","11","3","1159","5.017","11640","-3.68173","971","188","10392","1248"
"201710","11","3","1120","4.909","11679","-3.58333","919","201","8874","2805"
"201711","11","3","1054","4.363","14012","-3.58381","862","192","12369","1643"
"201712","11","3","1169","6.363","16269","-2.75827","901","268","14674","1595"
"201801","11","3","915","4.479","8257","-3.43378","718","197","7082","1175"
"201802","11","3","975","5.111","10039","-3.92298","799","176","8992","1047"
"201803","11","3","1124","5.606","18900","-3.65818","885","239","17453","1447"
"201804","11","3","1052","5.578","15271","-3.22184","840","212","13598","1673"
"201805","11","3","1636","5.755","38511","-5.46243","1442","194","37252","1259"
"201806","11","3","890","4.684","9908","-2.84729","675","215","8608","1300"
"201807","11","3","934","4.947","10759","-3.40436","715","219","9148","1611"
"201808","11","3","1274","5.575","17353","-3.80009","1031","243","15942","1411"
"201809","11","3","801","4.103","9430","-2.80612","616","185","8265","1165"
"201810","11","3","1049","3.011","14244","-3.01235","835","214","12928","1316"
"201811","11","3","295","5.025","2578","-4.15838","253","42","2378","200"
"199901","12","3","158","3.281","932","5.70299","0","158","0","932"
"199902","12","3","215","3.911","992","5.16966","0","215","0","992"
"199903","12","3","201","3.004","1080","5.1272","0","201","0","1080"
"199904","12","3","221","3.297","1267","5.5178","0","221","0","1267"
"199905","12","3","196","3.116","1115","5.61089","0","196","0","1115"
"199906","12","3","228","3.708","1252","5.90852","0","228","0","1252"
"199907","12","3","222","3.504","1275","5.08252","0","222","0","1275"
"199908","12","3","274","3.629","1674","5.59072","0","274","0","1674"
"199909","12","3","737","3.762","5033","5.55554","0","737","0","5033"
"199910","12","3","333","3.738","2383","5.46742","0","333","0","2383"
"199911","12","3","215","2.716","1334","4.53598","0","215","0","1334"
"199912","12","3","228","3.532","1431","4.74135","0","228","0","1431"
"200001","12","3","167","2.033","1005","4.3653","0","167","0","1005"
"200002","12","3","181","2.755","859","4.83781","0","181","0","859"
"200003","12","3","136","2.956","703","5.28477","0","136","0","703"
"200004","12","3","121","2.563","816","4.68488","0","121","0","816"
"200005","12","3","131","2.588","944","4.86397","0","131","0","944"
"200006","12","3","184","2.952","1023","4.76605","0","184","0","1023"
"200007","12","3","131","2.321","714","4.76843","0","131","0","714"
"200008","12","3","132","2.059","841","4.50346","0","132","0","841"
"200009","12","3","211","2.507","1285","4.59197","0","211","0","1285"
"200010","12","3","195","3.149","991","4.61598","0","195","0","991"
"200011","12","3","179","3.108","1057","4.78577","0","179","0","1057"
"200012","12","3","195","3.138","1363","4.7967","0","195","0","1363"
"200101","12","3","192","3.152","1047","5.0846","0","192","0","1047"
"200102","12","3","166","2.285","1027","4.79138","0","166","0","1027"
"200103","12","3","161","2.484","916","4.71516","0","161","0","916"
"200104","12","3","131","3.04","667","4.35492","0","131","0","667"
"200105","12","3","257","4.02","1690","4.39881","0","257","0","1690"
"200106","12","3","222","3.89","1236","5.15119","0","222","0","1236"
"200107","12","3","252","3.783","1473","5.35105","0","252","0","1473"
"200108","12","3","200","3.127","965","4.84059","0","200","0","965"
"200109","12","3","197","3.792","895","4.80379","0","197","0","895"
"200110","12","3","121","2.387","621","5.01485","0","121","0","621"
"200111","12","3","115","2.337","610","5.06555","0","115","0","610"
"200112","12","3","86","2.413","426","4.88542","0","86","0","426"
"200201","12","3","126","2.427","636","4.89587","0","126","0","636"
"200202","12","3","144","3.159","674","4.9373","0","144","0","674"
"200203","12","3","73","2.229","312","5.1416","0","73","0","312"
"200204","12","3","124","3.385","442","4.5224","0","124","0","442"
"200205","12","3","86","2.33","355","5.09608","0","86","0","355"
"200206","12","3","53","1.794","212","4.40391","0","53","0","212"
"200207","12","3","181","2.788","924","5.08272","0","181","0","924"
"200208","12","3","210","3.151","1078","4.95445","0","210","0","1078"
"200209","12","3","94","2.073","444","4.47072","0","94","0","444"
"200210","12","3","133","1.798","522","4.29073","0","133","0","522"
"200211","12","3","188","2.576","948","4.19296","0","188","0","948"
"200212","12","3","131","2.174","742","4.75246","0","131","0","742"
"200301","12","3","157","2.558","790","4.11897","0","157","0","790"
"200302","12","3","140","2.834","797","5.11698","0","140","0","797"
"200303","12","3","128","2.939","1123","5.15231","0","128","0","1123"
"200304","12","3","126","2.011","1104","5.53938","0","126","0","1104"
"200305","12","3","213","2.898","1026","4.49948","0","213","0","1026"
"200306","12","3","207","3.179","1042","4.20096","0","207","0","1042"
"200307","12","3","207","2.995","923","4.41029","0","207","0","923"
"200308","12","3","239","2.922","1010","3.67769","0","239","0","1010"
"200309","12","3","197","2.449","944","4.68837","0","197","0","944"
"200310","12","3","265","3.204","1158","4.97277","0","265","0","1158"
"200311","12","3","93","1.962","534","5.12088","0","93","0","534"
"200312","12","3","121","2.134","605","4.46668","0","121","0","605"
"200401","12","3","188","3.986","1025","4.80286","0","188","0","1025"
"200402","12","3","110","2.736","509","4.64701","0","110","0","509"
"200403","12","3","112","2.811","480","5.54286","0","112","0","480"
"200404","12","3","175","2.924","829","5.21654","0","175","0","829"
